theta	phi	psi	alpha	beta	CA	CN	CY	Cl	Cn	Cm
29.96114500     -14.17315000    0.00000000      29.20080342     -7.02386204     0.01396218      0.97846576      0.13981453      -0.01075675     -0.00888816     0.07781888     
29.96114500     -14.17481500    0.00000000      29.20062434     -7.02467434     0.01395324      0.97845298      0.13984790      -0.01080843     -0.00889189     0.07779682     
29.96114500     -14.17648000    0.00000000      29.20044524     -7.02548664     0.01394434      0.97843951      0.13988165      -0.01086023     -0.00889563     0.07777474     
29.96114500     -14.17816000    0.00000000      29.20026450     -7.02630626     0.01393556      0.97842555      0.13991572      -0.01091213     -0.00889939     0.07775269     
29.96114500     -14.17980000    0.00000000      29.20008804     -7.02710635     0.01392680      0.97841098      0.13995012      -0.01096412     -0.00890316     0.07773059     
29.96114500     -14.18146000    0.00000000      29.19990942     -7.02791620     0.01391813      0.97839585      0.13998487      -0.01101620     -0.00890694     0.07770853     
29.96114500     -14.18312500    0.00000000      29.19973023     -7.02872848     0.01390952      0.97838011      0.14001997      -0.01106835     -0.00891074     0.07768645     
29.96114500     -14.18478000    0.00000000      29.19955210     -7.02953588     0.01390094      0.97836388      0.14005535      -0.01112057     -0.00891455     0.07766441     
29.96114500     -14.18645000    0.00000000      29.19937233     -7.03035059     0.01389242      0.97834697      0.14009110      -0.01117283     -0.00891837     0.07764238     
29.96114500     -14.18811000    0.00000000      29.19919362     -7.03116042     0.01388395      0.97832964      0.14012710      -0.01122515     -0.00892220     0.07762037     
29.96114500     -14.18977500    0.00000000      29.19901435     -7.03197268     0.01387550      0.97831171      0.14016348      -0.01127750     -0.00892605     0.07759841     
29.96114500     -14.19143000    0.00000000      29.19883613     -7.03278006     0.01386705      0.97829328      0.14020014      -0.01132987     -0.00892991     0.07757646     
29.96114500     -14.19309500    0.00000000      29.19865682     -7.03359232     0.01385866      0.97827438      0.14023706      -0.01138226     -0.00893378     0.07755456     
29.96306000     -14.19476000    0.00000000      29.20036228     -7.03481449     0.01385026      0.97825493      0.14027434      -0.01143464     -0.00893766     0.07753269     
29.96196000     -14.20358500    0.00000000      29.19832873     -7.03888423     0.01384189      0.97823500      0.14031189      -0.01148703     -0.00894155     0.07751090     
29.96196000     -14.21572500    0.00000000      29.19701966     -7.04480641     0.01383350      0.97821459      0.14034969      -0.01153939     -0.00894545     0.07748919     
29.96196000     -14.22799000    0.00000000      29.19569597     -7.05078933     0.01382508      0.97819370      0.14038782      -0.01159173     -0.00894936     0.07746748     
29.96196000     -14.24025500    0.00000000      29.19437112     -7.05677200     0.01381669      0.97817240      0.14042620      -0.01164404     -0.00895329     0.07744591     
29.96196000     -14.25254500    0.00000000      29.19304242     -7.06276662     0.01380829      0.97815062      0.14046488      -0.01169629     -0.00895722     0.07742437     
29.96196000     -14.26479500    0.00000000      29.19171689     -7.06874148     0.01379984      0.97812837      0.14050378      -0.01174849     -0.00896116     0.07740287     
29.96196000     -14.28475500    0.00000000      29.18955463     -7.07847631     0.01379134      0.97810577      0.14054296      -0.01180062     -0.00896511     0.07738151     
29.96196000     -14.29703000    0.00000000      29.18822337     -7.08446271     0.01378284      0.97808275      0.14058240      -0.01185268     -0.00896908     0.07736023     
29.96196000     -14.30929000    0.00000000      29.18689258     -7.09044154     0.01377430      0.97805927      0.14062208      -0.01190465     -0.00897305     0.07733906     
29.96196000     -14.32155500    0.00000000      29.18556009     -7.09642257     0.01376570      0.97803544      0.14066200      -0.01195652     -0.00897703     0.07731796     
29.96196000     -14.33381500    0.00000000      29.18422700     -7.10240090     0.01375703      0.97801126      0.14070218      -0.01200829     -0.00898101     0.07729696     
29.96196000     -14.34610500    0.00000000      29.18288949     -7.10839362     0.01374833      0.97798674      0.14074255      -0.01205994     -0.00898501     0.07727610     
29.96196000     -14.35839000    0.00000000      29.18155137     -7.11438365     0.01373955      0.97796181      0.14078317      -0.01211146     -0.00898902     0.07725533     
29.96004500     -14.37062500    0.00000000      29.17833352     -7.11993407     0.01373072      0.97793660      0.14082397      -0.01216285     -0.00899303     0.07723467     
29.96004500     -14.38306000    0.00000000      29.17697677     -7.12599637     0.01372178      0.97791105      0.14086502      -0.01221409     -0.00899705     0.07721414     
29.95704500     -14.39544000    0.00000000      29.17267354     -7.13138038     0.01371282      0.97788528      0.14090627      -0.01226518     -0.00900108     0.07719375     
29.95704500     -14.41044500    0.00000000      29.17103349     -7.13869428     0.01370372      0.97785918      0.14094768      -0.01231610     -0.00900511     0.07717350     
29.95704500     -14.42554500    0.00000000      29.16938132     -7.14605411     0.01369456      0.97783285      0.14098932      -0.01236684     -0.00900915     0.07715336     
29.95704500     -14.44052500    0.00000000      29.16774054     -7.15335507     0.01368528      0.97780619      0.14103113      -0.01241741     -0.00901320     0.07713336     
29.95704500     -14.45559500    0.00000000      29.16608818     -7.16069952     0.01367591      0.97777938      0.14107310      -0.01246777     -0.00901725     0.07711353     
29.95704500     -14.47066000    0.00000000      29.16443462     -7.16804115     0.01366645      0.97775236      0.14111524      -0.01251794     -0.00902131     0.07709381     
29.95704500     -14.48567500    0.00000000      29.16278483     -7.17535804     0.01365683      0.97772506      0.14115757      -0.01256790     -0.00902537     0.07707428     
29.95704500     -14.50070000    0.00000000      29.16113220     -7.18267942     0.01364715      0.97769768      0.14120003      -0.01261763     -0.00902944     0.07705489     
29.95704500     -14.51573500    0.00000000      29.15947674     -7.19000529     0.01363730      0.97767009      0.14124266      -0.01266713     -0.00903352     0.07703568     
29.95704500     -14.53077500    0.00000000      29.15781900     -7.19733322     0.01362737      0.97764241      0.14128542      -0.01271640     -0.00903760     0.07701662     
29.95704500     -14.54580500    0.00000000      29.15616063     -7.20465590     0.01361728      0.97761452      0.14132829      -0.01276541     -0.00904168     0.07699774     
29.95704500     -14.56086000    0.00000000      29.15449777     -7.21199038     0.01360704      0.97758655      0.14137132      -0.01281416     -0.00904577     0.07697899     
29.95704500     -14.58312000    0.00000000      29.15203591     -7.22283429     0.01359669      0.97755850      0.14141445      -0.01286266     -0.00904986     0.07696045     
29.95704500     -14.59817000    0.00000000      29.15036930     -7.23016538     0.01358617      0.97753043      0.14145768      -0.01291087     -0.00905395     0.07694210     
29.95704500     -14.61320000    0.00000000      29.14870316     -7.23748636     0.01357551      0.97750227      0.14150104      -0.01295881     -0.00905805     0.07692391     
29.96196000     -14.62826500    0.00000000      29.15186396     -7.24590806     0.01356471      0.97747404      0.14154449      -0.01300645     -0.00906215     0.07690594     
29.96196000     -14.63895500    0.00000000      29.15067652     -7.25111534     0.01355374      0.97744585      0.14158802      -0.01305379     -0.00906625     0.07688813     
29.96196000     -14.64963000    0.00000000      29.14948987     -7.25631512     0.01354262      0.97741770      0.14163167      -0.01310083     -0.00907036     0.07687051     
29.96196000     -14.66033000    0.00000000      29.14829957     -7.26152688     0.01353134      0.97738954      0.14167534      -0.01314754     -0.00907446     0.07685309     
29.96196000     -14.67102500    0.00000000      29.14710895     -7.26673602     0.01351984      0.97736142      0.14171909      -0.01319393     -0.00907857     0.07683586     
29.96196000     -14.68175000    0.00000000      29.14591410     -7.27195957     0.01350825      0.97733335      0.14176290      -0.01324000     -0.00908268     0.07681886     
29.96196000     -14.69243500    0.00000000      29.14472284     -7.27716345     0.01349642      0.97730544      0.14180679      -0.01328571     -0.00908679     0.07680203     
29.96196000     -14.70310000    0.00000000      29.14353293     -7.28235739     0.01348441      0.97727759      0.14185071      -0.01333109     -0.00909090     0.07678546     
29.96196000     -14.71380500    0.00000000      29.14233769     -7.28757062     0.01347223      0.97724991      0.14189464      -0.01337610     -0.00909501     0.07676903     
29.96196000     -14.72450000    0.00000000      29.14114268     -7.29277878     0.01345987      0.97722240      0.14193865      -0.01342076     -0.00909912     0.07675286     
29.96196000     -14.73518000    0.00000000      29.13994847     -7.29797945     0.01344732      0.97719500      0.14198264      -0.01346504     -0.00910323     0.07673690     
29.96196000     -14.74589000    0.00000000      29.13875003     -7.30319452     0.01343457      0.97716789      0.14202664      -0.01350895     -0.00910734     0.07672112     
29.96196000     -14.75659500    0.00000000      29.13755127     -7.30840697     0.01342162      0.97714090      0.14207066      -0.01355247     -0.00911145     0.07670560     
29.96196000     -14.76728500    0.00000000      29.13635332     -7.31361192     0.01340846      0.97711420      0.14211468      -0.01359560     -0.00911556     0.07669026     
29.96196000     -14.77799000    0.00000000      29.13515280     -7.31882398     0.01339508      0.97708781      0.14215868      -0.01363834     -0.00911966     0.07667519     
29.95898000     -14.78869500    0.00000000      29.13102253     -7.32337140     0.01338153      0.97706171      0.14220269      -0.01368067     -0.00912376     0.07666030     
29.95898000     -14.79460500    0.00000000      29.13035893     -7.32624841     0.01336775      0.97703584      0.14224664      -0.01372259     -0.00912787     0.07664565     
29.95898000     -14.80050500    0.00000000      29.12969619     -7.32912049     0.01335379      0.97701034      0.14229056      -0.01376409     -0.00913197     0.07663124     
29.95898000     -14.80902000    0.00000000      29.12873924     -7.33326543     0.01333959      0.97698520      0.14233446      -0.01380517     -0.00913606     0.07661705     
29.95898000     -14.81493000    0.00000000      29.12807472     -7.33614223     0.01332518      0.97696048      0.14237828      -0.01384582     -0.00914015     0.07660311     
29.95898000     -14.82084500    0.00000000      29.12740937     -7.33902141     0.01331054      0.97693613      0.14242207      -0.01388603     -0.00914424     0.07658938     
29.95898000     -14.82675500    0.00000000      29.12674432     -7.34189809     0.01329567      0.97691219      0.14246580      -0.01392581     -0.00914832     0.07657587     
29.95898000     -14.83267500    0.00000000      29.12607787     -7.34477958     0.01328063      0.97688874      0.14250945      -0.01396514     -0.00915240     0.07656261     
29.95898000     -14.83858000    0.00000000      29.12541284     -7.34765371     0.01326530      0.97686572      0.14255301      -0.01400402     -0.00915648     0.07654960     
29.95898000     -14.84448500    0.00000000      29.12474755     -7.35052778     0.01324978      0.97684324      0.14259651      -0.01404244     -0.00916055     0.07653679     
29.95898000     -14.85039500    0.00000000      29.12408142     -7.35340422     0.01323401      0.97682125      0.14263990      -0.01408039     -0.00916461     0.07652425     
29.95898000     -14.85631000    0.00000000      29.12341446     -7.35628303     0.01321802      0.97679981      0.14268317      -0.01411789     -0.00916867     0.07651191     
29.95898000     -14.86221500    0.00000000      29.12274837     -7.35915692     0.01320181      0.97677897      0.14272637      -0.01415491     -0.00917273     0.07649983     
29.95898000     -14.86812500    0.00000000      29.12208144     -7.36203319     0.01318536      0.97675868      0.14276943      -0.01419145     -0.00917678     0.07648799     
29.95898000     -14.87405000    0.00000000      29.12141255     -7.36491669     0.01316866      0.97673901      0.14281236      -0.01422752     -0.00918082     0.07647639     
29.95898000     -14.87994000    0.00000000      29.12074734     -7.36778310     0.01315173      0.97672000      0.14285519      -0.01426309     -0.00918485     0.07646502     
29.96004500     -14.88586500    0.00000000      29.12112439     -7.37090549     0.01313455      0.97670167      0.14289786      -0.01429818     -0.00918888     0.07645390     
29.95919500     -14.89066500    0.00000000      29.11974665     -7.37305060     0.01311714      0.97668400      0.14294039      -0.01433279     -0.00919290     0.07644298     
29.95919500     -14.89415000    0.00000000      29.11935265     -7.37474652     0.01309950      0.97666707      0.14298276      -0.01436689     -0.00919691     0.07643235     
29.95919500     -14.89764000    0.00000000      29.11895799     -7.37644485     0.01308162      0.97665082      0.14302499      -0.01440049     -0.00920091     0.07642193     
29.95919500     -14.90113000    0.00000000      29.11856323     -7.37814316     0.01306352      0.97663535      0.14306702      -0.01443359     -0.00920491     0.07641173     
29.95919500     -14.90462500    0.00000000      29.11816782     -7.37984388     0.01304513      0.97662074      0.14310892      -0.01446618     -0.00920889     0.07640180     
29.95919500     -14.90812500    0.00000000      29.11777174     -7.38154701     0.01302654      0.97660686      0.14315062      -0.01449827     -0.00921287     0.07639211     
29.95919500     -14.91161500    0.00000000      29.11737671     -7.38324526     0.01300769      0.97659378      0.14319212      -0.01452984     -0.00921684     0.07638264     
29.95919500     -14.91729000    0.00000000      29.11673415     -7.38600669     0.01298860      0.97658162      0.14323344      -0.01456089     -0.00922080     0.07637339     
29.95919500     -14.92077500    0.00000000      29.11633943     -7.38770245     0.01296925      0.97657031      0.14327458      -0.01459143     -0.00922474     0.07636440     
29.95919500     -14.92427000    0.00000000      29.11594349     -7.38940305     0.01294972      0.97655992      0.14331545      -0.01462145     -0.00922868     0.07635561     
29.95919500     -14.92776000    0.00000000      29.11554802     -7.39110120     0.01292987      0.97655044      0.14335616      -0.01465095     -0.00923261     0.07634710     
29.95919500     -14.93125000    0.00000000      29.11515246     -7.39279932     0.01290984      0.97654188      0.14339664      -0.01467993     -0.00923653     0.07633876     
29.95919500     -14.93473500    0.00000000      29.11475737     -7.39449500     0.01288951      0.97653436      0.14343690      -0.01470837     -0.00924043     0.07633069     
29.95919500     -14.93823500    0.00000000      29.11436049     -7.39619795     0.01286896      0.97652776      0.14347692      -0.01473630     -0.00924432     0.07632283     
29.95919500     -14.94174500    0.00000000      29.11396238     -7.39790574     0.01284818      0.97652219      0.14351669      -0.01476369     -0.00924821     0.07631524     
29.95961000     -14.94521500    0.00000000      29.11397644     -7.39968756     0.01282718      0.97651766      0.14355625      -0.01479055     -0.00925208     0.07630780     
29.95961000     -14.94558500    0.00000000      29.11393446     -7.39986758     0.01280592      0.97651424      0.14359554      -0.01481687     -0.00925594     0.07630063     
29.95961000     -14.94594500    0.00000000      29.11389361     -7.40004274     0.01278442      0.97651185      0.14363455      -0.01484267     -0.00925978     0.07629367     
29.95961000     -14.94631000    0.00000000      29.11385219     -7.40022033     0.01276271      0.97651062      0.14367333      -0.01486794     -0.00926361     0.07628693     
29.95961000     -14.94667500    0.00000000      29.11381077     -7.40039792     0.01274071      0.97651048      0.14371183      -0.01489267     -0.00926743     0.07628040     
29.95961000     -14.94704000    0.00000000      29.11376935     -7.40057551     0.01271854      0.97651157      0.14375006      -0.01491687     -0.00927124     0.07627410     
29.95961000     -14.94740500    0.00000000      29.11372794     -7.40075310     0.01269608      0.97651376      0.14378802      -0.01494053     -0.00927503     0.07626800     
29.95961000     -14.94777000    0.00000000      29.11368651     -7.40093069     0.01267341      0.97651711      0.14382566      -0.01496366     -0.00927881     0.07626211     
29.95961000     -14.94813500    0.00000000      29.11364509     -7.40110828     0.01265052      0.97652174      0.14386303      -0.01498625     -0.00928257     0.07625645     
29.95961000     -14.94850000    0.00000000      29.11360367     -7.40128586     0.01262740      0.97652758      0.14390011      -0.01500831     -0.00928632     0.07625099     
29.95961000     -14.94886500    0.00000000      29.11356225     -7.40146345     0.01260402      0.97653471      0.14393688      -0.01502984     -0.00929005     0.07624571     
29.95961000     -14.94923000    0.00000000      29.11352082     -7.40164104     0.01258047      0.97654305      0.14397337      -0.01505083     -0.00929377     0.07624064     
29.95961000     -14.94930500    0.00000000      29.11351231     -7.40167753     0.01255667      0.97655274      0.14400951      -0.01507130     -0.00929748     0.07623579     
29.95961000     -14.94967000    0.00000000      29.11347088     -7.40185512     0.01253262      0.97656377      0.14404536      -0.01509123     -0.00930117     0.07623112     
29.95769500     -14.95004000    0.00000000      29.11154749     -7.40160352     0.01250837      0.97657607      0.14408088      -0.01511063     -0.00930483     0.07622661     
29.96092500     -14.95039500    0.00000000      29.11468053     -7.40250424     0.01248396      0.97658977      0.14411607      -0.01512950     -0.00930849     0.07622234     
29.96092500     -14.94964500    0.00000000      29.11476565     -7.40213932     0.01245930      0.97660488      0.14415095      -0.01514784     -0.00931213     0.07621823     
29.96092500     -14.94890000    0.00000000      29.11485021     -7.40177684     0.01243438      0.97662132      0.14418549      -0.01516566     -0.00931575     0.07621431     
29.96092500     -14.94815000    0.00000000      29.11493533     -7.40141191     0.01240930      0.97663922      0.14421968      -0.01518296     -0.00931936     0.07621056     
29.96092500     -14.94740500    0.00000000      29.11501988     -7.40104942     0.01238401      0.97665853      0.14425353      -0.01519972     -0.00932295     0.07620701     
29.96092500     -14.94666000    0.00000000      29.11510442     -7.40068693     0.01235852      0.97667922      0.14428705      -0.01521597     -0.00932652     0.07620364     
29.96092500     -14.94590000    0.00000000      29.11519066     -7.40031714     0.01233281      0.97670150      0.14432023      -0.01523171     -0.00933007     0.07620040     
29.96092500     -14.94516000    0.00000000      29.11527463     -7.39995708     0.01230692      0.97672518      0.14435300      -0.01524692     -0.00933361     0.07619737     
29.96092500     -14.94441000    0.00000000      29.11535972     -7.39959216     0.01228080      0.97675043      0.14438546      -0.01526163     -0.00933713     0.07619446     
29.96092500     -14.94366500    0.00000000      29.11544425     -7.39922966     0.01225453      0.97677714      0.14441754      -0.01527583     -0.00934063     0.07619174     
29.96092500     -14.94291500    0.00000000      29.11552934     -7.39886473     0.01222807      0.97680543      0.14444927      -0.01528951     -0.00934411     0.07618918     
29.96092500     -14.94216500    0.00000000      29.11561442     -7.39849980     0.01220142      0.97683517      0.14448062      -0.01530269     -0.00934757     0.07618674     
29.96092500     -14.94142000    0.00000000      29.11569893     -7.39813730     0.01217459      0.97686662      0.14451161      -0.01531537     -0.00935101     0.07618449     
29.96092500     -14.94067000    0.00000000      29.11578401     -7.39777237     0.01214756      0.97689951      0.14454220      -0.01532755     -0.00935444     0.07618239     
29.96092500     -14.93992500    0.00000000      29.11586851     -7.39740987     0.01212038      0.97693405      0.14457244      -0.01533924     -0.00935784     0.07618039     
29.96092500     -14.93917500    0.00000000      29.11595358     -7.39704494     0.01209304      0.97697021      0.14460227      -0.01535043     -0.00936123     0.07617856     
29.96092500     -14.93843000    0.00000000      29.11603808     -7.39668244     0.01206549      0.97700802      0.14463175      -0.01536114     -0.00936459     0.07617686     
29.96112500     -14.93768000    0.00000000      29.11631963     -7.39636254     0.01203783      0.97704739      0.14466082      -0.01537136     -0.00936793     0.07617529     
29.96219000     -14.93609000    0.00000000      29.11754630     -7.39582868     0.01200996      0.97708846      0.14468951      -0.01538111     -0.00937126     0.07617384     
29.96219000     -14.93168500    0.00000000      29.11804575     -7.39368517     0.01198196      0.97713111      0.14471782      -0.01539037     -0.00937456     0.07617254     
29.96219000     -14.92859500    0.00000000      29.11839601     -7.39218154     0.01195383      0.97717544      0.14474572      -0.01539917     -0.00937785     0.07617136     
29.96219000     -14.92549000    0.00000000      29.11874790     -7.39067059     0.01192555      0.97722147      0.14477321      -0.01540749     -0.00938111     0.07617027     
29.96219000     -14.92239500    0.00000000      29.11909858     -7.38916449     0.01189713      0.97726925      0.14480034      -0.01541536     -0.00938435     0.07616931     
29.96219000     -14.91930000    0.00000000      29.11944919     -7.38765837     0.01186853      0.97731872      0.14482704      -0.01542276     -0.00938757     0.07616846     
29.96219000     -14.91620000    0.00000000      29.11980029     -7.38614980     0.01183982      0.97736976      0.14485336      -0.01542971     -0.00939077     0.07616771     
29.96219000     -14.91310000    0.00000000      29.12015132     -7.38464122     0.01181102      0.97742261      0.14487923      -0.01543622     -0.00939395     0.07616707     
29.96219000     -14.91001000    0.00000000      29.12050114     -7.38313748     0.01178205      0.97747721      0.14490475      -0.01544228     -0.00939710     0.07616650     
29.96219000     -14.90690500    0.00000000      29.12085259     -7.38162643     0.01175295      0.97753349      0.14492984      -0.01544789     -0.00940024     0.07616604     
29.96219000     -14.90380000    0.00000000      29.12120396     -7.38011537     0.01172379      0.97759159      0.14495452      -0.01545308     -0.00940335     0.07616567     
29.96219000     -14.90071500    0.00000000      29.12155299     -7.37861402     0.01169449      0.97765137      0.14497880      -0.01545784     -0.00940644     0.07616539     
29.96026000     -14.89761000    0.00000000      29.12000783     -7.37666945     0.01166508      0.97771290      0.14500266      -0.01546217     -0.00940950     0.07616519     
29.95921000     -14.89389000    0.00000000      29.11939678     -7.37462337     0.01163554      0.97777617      0.14502614      -0.01546608     -0.00941255     0.07616505     
29.95921000     -14.88916500    0.00000000      29.11993095     -7.37232401     0.01160596      0.97784118      0.14504917      -0.01546958     -0.00941557     0.07616502     
29.95921000     -14.88446000    0.00000000      29.12046268     -7.37003436     0.01157626      0.97790800      0.14507180      -0.01547268     -0.00941857     0.07616502     
29.95921000     -14.87974000    0.00000000      29.12099593     -7.36773736     0.01154650      0.97797656      0.14509401      -0.01547537     -0.00942155     0.07616513     
29.95921000     -14.87502000    0.00000000      29.12152902     -7.36544033     0.01151665      0.97804693      0.14511581      -0.01547766     -0.00942450     0.07616527     
29.95921000     -14.87030000    0.00000000      29.12206193     -7.36314326     0.01148670      0.97811903      0.14513717      -0.01547958     -0.00942743     0.07616549     
29.95921000     -14.86557500    0.00000000      29.12259524     -7.36084371     0.01145670      0.97819294      0.14515814      -0.01548110     -0.00943034     0.07616575     
29.95921000     -14.86085000    0.00000000      29.12312838     -7.35854413     0.01142664      0.97826864      0.14517871      -0.01548224     -0.00943322     0.07616607     
29.95921000     -14.85372500    0.00000000      29.12393199     -7.35507644     0.01139654      0.97834603      0.14519883      -0.01548302     -0.00943608     0.07616644     
29.95921000     -14.84900000    0.00000000      29.12446470     -7.35277676     0.01136632      0.97842527      0.14521855      -0.01548342     -0.00943892     0.07616686     
29.95921000     -14.84429000    0.00000000      29.12499554     -7.35048434     0.01133611      0.97850625      0.14523784      -0.01548347     -0.00944173     0.07616732     
29.95921000     -14.83957000    0.00000000      29.12552735     -7.34818702     0.01130587      0.97858902      0.14525674      -0.01548317     -0.00944452     0.07616780     
29.95921000     -14.83484000    0.00000000      29.12606010     -7.34588479     0.01127554      0.97867353      0.14527523      -0.01548252     -0.00944728     0.07616830     
29.95921000     -14.83013000    0.00000000      29.12659044     -7.34359226     0.01124522      0.97875977      0.14529326      -0.01548152     -0.00945003     0.07616886     
29.95921000     -14.82539500    0.00000000      29.12712342     -7.34128753     0.01121486      0.97884786      0.14531091      -0.01548020     -0.00945274     0.07616942     
29.96112500     -14.82069000    0.00000000      29.12953485     -7.33942525     0.01118448      0.97893769      0.14532810      -0.01547855     -0.00945544     0.07617002     
29.96112500     -14.81490000    0.00000000      29.13018616     -7.33660673     0.01115410      0.97902925      0.14534491      -0.01547657     -0.00945810     0.07617066     
29.96304500     -14.80913500    0.00000000      29.13272138     -7.33422900     0.01112371      0.97912260      0.14536132      -0.01547428     -0.00946075     0.07617130     
29.96304500     -14.80251500    0.00000000      29.13346548     -7.33100612     0.01109328      0.97921768      0.14537729      -0.01547169     -0.00946337     0.07617196     
29.96304500     -14.79592000    0.00000000      29.13420644     -7.32779533     0.01106288      0.97931448      0.14539285      -0.01546879     -0.00946596     0.07617257     
29.96304500     -14.78931000    0.00000000      29.13494875     -7.32457717     0.01103250      0.97941295      0.14540799      -0.01546560     -0.00946853     0.07617325     
29.96304500     -14.78269500    0.00000000      29.13569129     -7.32135650     0.01100211      0.97951327      0.14542276      -0.01546213     -0.00947108     0.07617396     
29.96304500     -14.77608500    0.00000000      29.13643293     -7.31813819     0.01097177      0.97961519      0.14543708      -0.01545837     -0.00947360     0.07617462     
29.96304500     -14.76948500    0.00000000      29.13717311     -7.31492467     0.01094144      0.97971884      0.14545100      -0.01545433     -0.00947610     0.07617531     
29.96304500     -14.76287500    0.00000000      29.13791408     -7.31170621     0.01091113      0.97982421      0.14546455      -0.01545004     -0.00947857     0.07617594     
29.96304500     -14.75627500    0.00000000      29.13865359     -7.30849255     0.01088089      0.97993124      0.14547766      -0.01544548     -0.00948102     0.07617661     
29.96304500     -14.74967000    0.00000000      29.13939333     -7.30527637     0.01085067      0.98003993      0.14549035      -0.01544067     -0.00948344     0.07617727     
29.96304500     -14.74306000    0.00000000      29.14013330     -7.30205769     0.01082051      0.98015028      0.14550265      -0.01543561     -0.00948583     0.07617791     
29.96304500     -14.73646500    0.00000000      29.14087125     -7.29884623     0.01079042      0.98026229      0.14551457      -0.01543031     -0.00948821     0.07617851     
29.96304500     -14.72671000    0.00000000      29.14196218     -7.29409587     0.01076037      0.98037590      0.14552605      -0.01542478     -0.00949056     0.07617914     
29.96304500     -14.72010000    0.00000000      29.14270098     -7.29087693     0.01073041      0.98049110      0.14553717      -0.01541903     -0.00949288     0.07617971     
29.96089500     -14.71350000    0.00000000      29.14132483     -7.28718584     0.01070052      0.98060802      0.14554790      -0.01541306     -0.00949518     0.07618027     
29.96089500     -14.70552000    0.00000000      29.14221587     -7.28329980     0.01067071      0.98072642      0.14555819      -0.01540687     -0.00949745     0.07618082     
29.96198000     -14.69754500    0.00000000      29.14417248     -7.27965652     0.01064097      0.98084640      0.14556810      -0.01540049     -0.00949970     0.07618134     
29.96198000     -14.68838000    0.00000000      29.14519469     -7.27519301     0.01061136      0.98096792      0.14557765      -0.01539390     -0.00950192     0.07618181     
29.96198000     -14.67918000    0.00000000      29.14622016     -7.27071231     0.01058182      0.98109103      0.14558677      -0.01538713     -0.00950412     0.07618225     
29.96198000     -14.67002500    0.00000000      29.14723997     -7.26625339     0.01055238      0.98121561      0.14559554      -0.01538017     -0.00950630     0.07618270     
29.96198000     -14.66082500    0.00000000      29.14826415     -7.26177241     0.01052309      0.98134172      0.14560391      -0.01537303     -0.00950845     0.07618311     
29.96198000     -14.65161000    0.00000000      29.14928934     -7.25728397     0.01049388      0.98146929      0.14561188      -0.01536573     -0.00951057     0.07618342     
29.96198000     -14.64246500    0.00000000      29.15030610     -7.25282949     0.01046480      0.98159827      0.14561949      -0.01535826     -0.00951267     0.07618377     
29.96198000     -14.63327000    0.00000000      29.15132778     -7.24835051     0.01043585      0.98172872      0.14562674      -0.01535063     -0.00951475     0.07618405     
29.96198000     -14.62408500    0.00000000      29.15234770     -7.24387626     0.01040707      0.98186063      0.14563356      -0.01534286     -0.00951680     0.07618430     
29.96198000     -14.61491500    0.00000000      29.15336530     -7.23940918     0.01037838      0.98199389      0.14564007      -0.01533495     -0.00951883     0.07618450     
29.96198000     -14.60572000    0.00000000      29.15438504     -7.23492977     0.01034988      0.98212848      0.14564618      -0.01532690     -0.00952083     0.07618466     
29.96198000     -14.59652500    0.00000000      29.15540412     -7.23045022     0.01032151      0.98226442      0.14565191      -0.01531872     -0.00952280     0.07618476     
29.96198000     -14.58734500    0.00000000      29.15642090     -7.22597784     0.01029330      0.98240175      0.14565729      -0.01531042     -0.00952476     0.07618486     
29.96198000     -14.57817000    0.00000000      29.15743648     -7.22150775     0.01026526      0.98254037      0.14566228      -0.01530200     -0.00952669     0.07618491     
29.96198000     -14.56896500    0.00000000      29.15845473     -7.21702290     0.01023740      0.98268014      0.14566692      -0.01529348     -0.00952859     0.07618491     
29.96113000     -14.55978000    0.00000000      29.15863424     -7.21236105     0.01020969      0.98282131      0.14567124      -0.01528486     -0.00953047     0.07618481     
29.96113000     -14.54982500    0.00000000      29.15973400     -7.20751060     0.01018222      0.98296357      0.14567516      -0.01527613     -0.00953233     0.07618475     
29.96113000     -14.53463500    0.00000000      29.16141063     -7.20010914     0.01015488      0.98310711      0.14567875      -0.01526732     -0.00953416     0.07618460     
29.96113000     -14.52466500    0.00000000      29.16251013     -7.19525095     0.01012781      0.98325174      0.14568196      -0.01525843     -0.00953596     0.07618441     
29.96113000     -14.51472000    0.00000000      29.16360611     -7.19040479     0.01010087      0.98339759      0.14568484      -0.01524945     -0.00953775     0.07618419     
29.96113000     -14.50308500    0.00000000      29.16488738     -7.18473488     0.01007415      0.98354446      0.14568738      -0.01524041     -0.00953951     0.07618387     
29.96113000     -14.49481500    0.00000000      29.16579745     -7.18070465     0.01004767      0.98369249      0.14568959      -0.01523131     -0.00954125     0.07618358     
29.96113000     -14.48477000    0.00000000      29.16690215     -7.17580925     0.01002140      0.98384154      0.14569144      -0.01522215     -0.00954296     0.07618319     
29.96113000     -14.47488000    0.00000000      29.16798905     -7.17098922     0.00999535      0.98399150      0.14569295      -0.01521294     -0.00954465     0.07618279     
29.96113000     -14.46494500    0.00000000      29.16908014     -7.16614710     0.00996955      0.98414261      0.14569413      -0.01520368     -0.00954632     0.07618232     
29.96113000     -14.45499000    0.00000000      29.17017267     -7.16129507     0.00994396      0.98429456      0.14569498      -0.01519438     -0.00954796     0.07618181     
