Time	α	β	φ	θ	CA	CN	CY	Cl	Cn	Cm	
0.645	63.11657138    	0.04112999     	0.04294955     	0.00000000     	-0.00587176    	0.92858216     	0.09250766     	-0.00688895    	0.00089847     	-0.05499523    	
0.646	63.09312166    	0.04111583     	0.04293998     	0.00000000     	-0.00588855    	0.92807078     	0.09246651     	-0.00688217    	0.00089191     	-0.05485639    	
0.647	63.06956202    	0.04110168     	0.04293041     	0.00000000     	-0.00590595    	0.92755761     	0.09242521     	-0.00687547    	0.00088530     	-0.05471707    	
0.648	63.04589313    	0.04108755     	0.04292084     	0.00000000     	-0.00592395    	0.92704272     	0.09238376     	-0.00686888    	0.00087866     	-0.05457724    	
0.649	63.02211565    	0.04107344     	0.04291127     	0.00000000     	-0.00594255    	0.92652613     	0.09234215     	-0.00686238    	0.00087199     	-0.05443693    	
0.650	62.99823024    	0.04105934     	0.04290170     	0.00000000     	-0.00596171    	0.92600798     	0.09230040     	-0.00685598    	0.00086528     	-0.05429614    	
0.651	62.97423754    	0.04104525     	0.04289213     	0.00000000     	-0.00598143    	0.92548830     	0.09225851     	-0.00684968    	0.00085854     	-0.05415489    	
0.652	62.95013825    	0.04103118     	0.04288255     	0.00000000     	-0.00600169    	0.92496719     	0.09221647     	-0.00684349    	0.00085176     	-0.05401317    	
0.653	62.92593301    	0.04101712     	0.04287297     	0.00000000     	-0.00602247    	0.92444471     	0.09217429     	-0.00683740    	0.00084495     	-0.05387098    	
0.654	62.90162246    	0.04100308     	0.04286339     	0.00000000     	-0.00604377    	0.92392095     	0.09213199     	-0.00683143    	0.00083811     	-0.05372836    	
0.655	62.87720727    	0.04098906     	0.04285381     	0.00000000     	-0.00606557    	0.92339596     	0.09208955     	-0.00682558    	0.00083124     	-0.05358528    	
0.656	62.85268809    	0.04097504     	0.04284422     	0.00000000     	-0.00608784    	0.92286984     	0.09204699     	-0.00681984    	0.00082433     	-0.05344176    	
0.657	62.82806557    	0.04096104     	0.04283463     	0.00000000     	-0.00611058    	0.92234266     	0.09200431     	-0.00681422    	0.00081740     	-0.05329782    	
0.658	62.80334037    	0.04094707     	0.04282504     	0.00000000     	-0.00613378    	0.92181451     	0.09196151     	-0.00680872    	0.00081044     	-0.05315344    	
0.659	62.77851312    	0.04093311     	0.04281545     	0.00000000     	-0.00615739    	0.92128544     	0.09191861     	-0.00680335    	0.00080345     	-0.05300865    	
0.660	62.75358449    	0.04091916     	0.04280585     	0.00000000     	-0.00618145    	0.92075557     	0.09187559     	-0.00679811    	0.00079643     	-0.05286344    	
0.661	62.72855513    	0.04090523     	0.04279625     	0.00000000     	-0.00620588    	0.92022493     	0.09183248     	-0.00679300    	0.00078938     	-0.05271782    	
0.662	62.70342568    	0.04089131     	0.04278664     	0.00000000     	-0.00623071    	0.91969364     	0.09178927     	-0.00678803    	0.00078231     	-0.05257180    	
0.663	62.67819677    	0.04087742     	0.04277704     	0.00000000     	-0.00625591    	0.91916177     	0.09174597     	-0.00678319    	0.00077522     	-0.05242539    	
0.664	62.65286909    	0.04086353     	0.04276743     	0.00000000     	-0.00628146    	0.91862936     	0.09170259     	-0.00677849    	0.00076810     	-0.05227858    	
0.665	62.62744326    	0.04084966     	0.04275781     	0.00000000     	-0.00630735    	0.91809657     	0.09165914     	-0.00677393    	0.00076096     	-0.05213140    	
0.666	62.60191991    	0.04083581     	0.04274820     	0.00000000     	-0.00633355    	0.91756340     	0.09161561     	-0.00676951    	0.00075379     	-0.05198383    	
0.667	62.57629973    	0.04082198     	0.04273858     	0.00000000     	-0.00636006    	0.91702997     	0.09157202     	-0.00676524    	0.00074660     	-0.05183590    	
0.668	62.55058334    	0.04080816     	0.04272895     	0.00000000     	-0.00638685    	0.91649636     	0.09152839     	-0.00676111    	0.00073940     	-0.05168760    	
0.669	62.52477139    	0.04079435     	0.04271932     	0.00000000     	-0.00641392    	0.91596266     	0.09148470     	-0.00675714    	0.00073217     	-0.05153894    	
0.670	62.49886451    	0.04078056     	0.04270969     	0.00000000     	-0.00644123    	0.91542890     	0.09144097     	-0.00675332    	0.00072492     	-0.05138992    	
0.671	62.47286339    	0.04076678     	0.04270005     	0.00000000     	-0.00646878    	0.91489523     	0.09139720     	-0.00674965    	0.00071765     	-0.05124057    	
0.672	62.44676864    	0.04075302     	0.04269041     	0.00000000     	-0.00649656    	0.91436168     	0.09135341     	-0.00674614    	0.00071036     	-0.05109087    	
0.673	62.42058092    	0.04073928     	0.04268077     	0.00000000     	-0.00652452    	0.91382838     	0.09130961     	-0.00674278    	0.00070306     	-0.05094083    	
0.674	62.39430088    	0.04072555     	0.04267112     	0.00000000     	-0.00655270    	0.91329535     	0.09126580     	-0.00673959    	0.00069574     	-0.05079047    	
0.675	62.36792918    	0.04071182     	0.04266146     	0.00000000     	-0.00658102    	0.91276271     	0.09122198     	-0.00673655    	0.00068840     	-0.05063978    	
0.676	62.34146646    	0.04069811     	0.04265180     	0.00000000     	-0.00660952    	0.91223052     	0.09117817     	-0.00673368    	0.00068105     	-0.05048878    	
0.677	62.31491336    	0.04068442     	0.04264214     	0.00000000     	-0.00663815    	0.91169886     	0.09113438     	-0.00673097    	0.00067369     	-0.05033746    	
0.678	62.28827056    	0.04067074     	0.04263247     	0.00000000     	-0.00666689    	0.91116783     	0.09109061     	-0.00672843    	0.00066631     	-0.05018583    	
0.679	62.26153869    	0.04065708     	0.04262280     	0.00000000     	-0.00669575    	0.91063749     	0.09104687     	-0.00672605    	0.00065892     	-0.05003391    	
0.680	62.23471841    	0.04064342     	0.04261312     	0.00000000     	-0.00672470    	0.91010792     	0.09100318     	-0.00672385    	0.00065151     	-0.04988171    	
0.681	62.20781040    	0.04062978     	0.04260344     	0.00000000     	-0.00675372    	0.90957922     	0.09095953     	-0.00672181    	0.00064410     	-0.04972920    	
0.682	62.18081529    	0.04061615     	0.04259375     	0.00000000     	-0.00678279    	0.90905144     	0.09091595     	-0.00671994    	0.00063667     	-0.04957642    	
0.683	62.15373375    	0.04060253     	0.04258406     	0.00000000     	-0.00681193    	0.90852467     	0.09087244     	-0.00671825    	0.00062923     	-0.04942336    	
0.684	62.12656645    	0.04058892     	0.04257436     	0.00000000     	-0.00684107    	0.90799897     	0.09082900     	-0.00671673    	0.00062179     	-0.04927004    	
0.685	62.09931406    	0.04057531     	0.04256465     	0.00000000     	-0.00687024    	0.90747443     	0.09078565     	-0.00671538    	0.00061434     	-0.04911646    	
0.686	62.07197722    	0.04056173     	0.04255495     	0.00000000     	-0.00689940    	0.90695114     	0.09074241     	-0.00671421    	0.00060688     	-0.04896261    	
0.687	62.04455663    	0.04054814     	0.04254523     	0.00000000     	-0.00692854    	0.90642917     	0.09069926     	-0.00671321    	0.00059941     	-0.04880851    	
0.688	62.01705295    	0.04053456     	0.04253551     	0.00000000     	-0.00695766    	0.90590857     	0.09065623     	-0.00671238    	0.00059193     	-0.04865418    	
0.689	61.98946685    	0.04052100     	0.04252579     	0.00000000     	-0.00698673    	0.90538943     	0.09061333     	-0.00671173    	0.00058446     	-0.04849961    	
0.690	61.96179902    	0.04050744     	0.04251606     	0.00000000     	-0.00701574    	0.90487181     	0.09057056     	-0.00671126    	0.00057697     	-0.04834480    	
0.691	61.93405013    	0.04049388     	0.04250632     	0.00000000     	-0.00704467    	0.90435582     	0.09052794     	-0.00671097    	0.00056949     	-0.04818976    	
0.692	61.90622086    	0.04048034     	0.04249658     	0.00000000     	-0.00707353    	0.90384146     	0.09048547     	-0.00671086    	0.00056199     	-0.04803451    	
0.693	61.87831191    	0.04046680     	0.04248683     	0.00000000     	-0.00710227    	0.90332888     	0.09044316     	-0.00671092    	0.00055450     	-0.04787905    	
0.694	61.85032398    	0.04045327     	0.04247708     	0.00000000     	-0.00713091    	0.90281813     	0.09040102     	-0.00671115    	0.00054701     	-0.04772338    	
0.695	61.82225773    	0.04043973     	0.04246732     	0.00000000     	-0.00715941    	0.90230921     	0.09035907     	-0.00671157    	0.00053952     	-0.04756751    	
0.696	61.79411389    	0.04042621     	0.04245756     	0.00000000     	-0.00718778    	0.90180228     	0.09031731     	-0.00671217    	0.00053202     	-0.04741144    	
0.697	61.76589315    	0.04041269     	0.04244779     	0.00000000     	-0.00721598    	0.90129738     	0.09027575     	-0.00671294    	0.00052453     	-0.04725520    	
0.698	61.73759622    	0.04039916     	0.04243801     	0.00000000     	-0.00724404    	0.90079452     	0.09023440     	-0.00671389    	0.00051703     	-0.04709876    	
0.699	61.70922381    	0.04038564     	0.04242823     	0.00000000     	-0.00727190    	0.90029385     	0.09019327     	-0.00671502    	0.00050954     	-0.04694217    	
0.700	61.68077663    	0.04037212     	0.04241844     	0.00000000     	-0.00729959    	0.89979539     	0.09015237     	-0.00671632    	0.00050206     	-0.04678539    	
0.701	61.65225540    	0.04035861     	0.04240865     	0.00000000     	-0.00732706    	0.89929920     	0.09011170     	-0.00671780    	0.00049458     	-0.04662846    	
0.702	61.62366085    	0.04034509     	0.04239885     	0.00000000     	-0.00735434    	0.89880533     	0.09007128     	-0.00671945    	0.00048710     	-0.04647138    	
0.703	61.59499371    	0.04033158     	0.04238905     	0.00000000     	-0.00738138    	0.89831390     	0.09003112     	-0.00672128    	0.00047962     	-0.04631415    	
0.704	61.56625471    	0.04031806     	0.04237924     	0.00000000     	-0.00740819    	0.89782491     	0.08999121     	-0.00672328    	0.00047216     	-0.04615678    	
0.705	61.53744459    	0.04030453     	0.04236942     	0.00000000     	-0.00743475    	0.89733843     	0.08995159     	-0.00672546    	0.00046470     	-0.04599928    	
0.706	61.50856409    	0.04029101     	0.04235960     	0.00000000     	-0.00746108    	0.89685456     	0.08991223     	-0.00672781    	0.00045725     	-0.04584165    	
0.707	61.47961397    	0.04027749     	0.04234978     	0.00000000     	-0.00748712    	0.89637329     	0.08987317     	-0.00673033    	0.00044980     	-0.04568389    	
0.708	61.45059498    	0.04026395     	0.04233994     	0.00000000     	-0.00751290    	0.89589473     	0.08983441     	-0.00673302    	0.00044237     	-0.04552603    	
0.709	61.42150788    	0.04025042     	0.04233011     	0.00000000     	-0.00753840    	0.89541892     	0.08979594     	-0.00673588    	0.00043494     	-0.04536807    	
0.710	61.39235344    	0.04023688     	0.04232026     	0.00000000     	-0.00756360    	0.89494591     	0.08975779     	-0.00673891    	0.00042753     	-0.04521000    	
0.711	61.36313244    	0.04022333     	0.04231041     	0.00000000     	-0.00758851    	0.89447573     	0.08971996     	-0.00674210    	0.00042013     	-0.04505185    	
0.712	61.33384564    	0.04020978     	0.04230056     	0.00000000     	-0.00761310    	0.89400845     	0.08968246     	-0.00674546    	0.00041274     	-0.04489361    	
0.713	61.30449385    	0.04019622     	0.04229070     	0.00000000     	-0.00763738    	0.89354418     	0.08964530     	-0.00674898    	0.00040536     	-0.04473530    	
0.714	61.27507785    	0.04018264     	0.04228083     	0.00000000     	-0.00766133    	0.89308285     	0.08960846     	-0.00675266    	0.00039800     	-0.04457692    	
0.715	61.24559844    	0.04016907     	0.04227096     	0.00000000     	-0.00768496    	0.89262456     	0.08957198     	-0.00675651    	0.00039065     	-0.04441847    	
0.716	61.21605643    	0.04015548     	0.04226108     	0.00000000     	-0.00770823    	0.89216938     	0.08953585     	-0.00676051    	0.00038332     	-0.04425997    	
0.717	61.18645264    	0.04014188     	0.04225120     	0.00000000     	-0.00773117    	0.89171735     	0.08950008     	-0.00676467    	0.00037601     	-0.04410143    	
0.718	61.15678786    	0.04012827     	0.04224131     	0.00000000     	-0.00775376    	0.89126849     	0.08946468     	-0.00676898    	0.00036871     	-0.04394284    	
0.719	61.12706296    	0.04011465     	0.04223142     	0.00000000     	-0.00777599    	0.89082285     	0.08942964     	-0.00677345    	0.00036143     	-0.04378423    	
0.720	61.09727875    	0.04010102     	0.04222152     	0.00000000     	-0.00779784    	0.89038047     	0.08939499     	-0.00677806    	0.00035417     	-0.04362558    	
0.721	61.06743606    	0.04008737     	0.04221162     	0.00000000     	-0.00781932    	0.88994140     	0.08936071     	-0.00678283    	0.00034692     	-0.04346693    	
0.722	61.03753577    	0.04007371     	0.04220171     	0.00000000     	-0.00784044    	0.88950566     	0.08932682     	-0.00678774    	0.00033970     	-0.04330827    	
0.723	61.00757872    	0.04006004     	0.04219180     	0.00000000     	-0.00786117    	0.88907329     	0.08929332     	-0.00679280    	0.00033250     	-0.04314960    	
0.724	60.97756579    	0.04004635     	0.04218188     	0.00000000     	-0.00788151    	0.88864435     	0.08926022     	-0.00679799    	0.00032532     	-0.04299093    	
0.725	60.94749784    	0.04003264     	0.04217196     	0.00000000     	-0.00790148    	0.88821883     	0.08922751     	-0.00680333    	0.00031817     	-0.04283230    	
0.726	60.91737574    	0.04001891     	0.04216203     	0.00000000     	-0.00792103    	0.88779680     	0.08919521     	-0.00680880    	0.00031103     	-0.04267367    	
0.727	60.88720042    	0.04000518     	0.04215210     	0.00000000     	-0.00794020    	0.88737830     	0.08916331     	-0.00681440    	0.00030393     	-0.04251508    	
0.728	60.85697274    	0.03999141     	0.04214216     	0.00000000     	-0.00795896    	0.88696331     	0.08913182     	-0.00682014    	0.00029684     	-0.04235652    	
0.729	60.82669362    	0.03997764     	0.04213222     	0.00000000     	-0.00797733    	0.88655189     	0.08910074     	-0.00682601    	0.00028979     	-0.04219801    	
0.730	60.79636399    	0.03996385     	0.04212228     	0.00000000     	-0.00799527    	0.88614406     	0.08907008     	-0.00683200    	0.00028276     	-0.04203956    	
0.731	60.76598476    	0.03995003     	0.04211233     	0.00000000     	-0.00801281    	0.88573984     	0.08903983     	-0.00683811    	0.00027576     	-0.04188117    	
0.732	60.73555686    	0.03993620     	0.04210238     	0.00000000     	-0.00802993    	0.88533927     	0.08901000     	-0.00684435    	0.00026878     	-0.04172284    	
0.733	60.70508124    	0.03992234     	0.04209242     	0.00000000     	-0.00804664    	0.88494237     	0.08898058     	-0.00685070    	0.00026184     	-0.04156461    	
0.734	60.67455884    	0.03990846     	0.04208246     	0.00000000     	-0.00806294    	0.88454917     	0.08895159     	-0.00685716    	0.00025492     	-0.04140645    	
0.735	60.64399064    	0.03989456     	0.04207250     	0.00000000     	-0.00807881    	0.88415966     	0.08892303     	-0.00686373    	0.00024804     	-0.04124839    	
0.736	60.61337760    	0.03988064     	0.04206253     	0.00000000     	-0.00809426    	0.88377388     	0.08889487     	-0.00687042    	0.00024119     	-0.04109043    	
0.737	60.58272069    	0.03986669     	0.04205256     	0.00000000     	-0.00810929    	0.88339185     	0.08886714     	-0.00687720    	0.00023437     	-0.04093258    	
0.738	60.55202092    	0.03985272     	0.04204258     	0.00000000     	-0.00812390    	0.88301355     	0.08883983     	-0.00688409    	0.00022759     	-0.04077486    	
0.739	60.52127927    	0.03983873     	0.04203261     	0.00000000     	-0.00813809    	0.88263906     	0.08881293     	-0.00689107    	0.00022084     	-0.04061726    	
0.740	60.49049674    	0.03982470     	0.04202262     	0.00000000     	-0.00815186    	0.88226831     	0.08878646     	-0.00689815    	0.00021412     	-0.04045980    	
0.741	60.45967437    	0.03981066     	0.04201264     	0.00000000     	-0.00816519    	0.88190141     	0.08876040     	-0.00690531    	0.00020744     	-0.04030249    	
0.742	60.42881317    	0.03979659     	0.04200266     	0.00000000     	-0.00817810    	0.88153827     	0.08873476     	-0.00691257    	0.00020080     	-0.04014532    	
0.743	60.39791418    	0.03978249     	0.04199267     	0.00000000     	-0.00819060    	0.88117899     	0.08870953     	-0.00691990    	0.00019420     	-0.03998831    	
0.744	60.36697846    	0.03976837     	0.04198268     	0.00000000     	-0.00820267    	0.88082351     	0.08868472     	-0.00692732    	0.00018763     	-0.03983149    	
0.745	60.33600704    	0.03975421     	0.04197268     	0.00000000     	-0.00821432    	0.88047185     	0.08866032     	-0.00693481    	0.00018110     	-0.03967484    	
0.746	60.30500101    	0.03974003     	0.04196269     	0.00000000     	-0.00822556    	0.88012402     	0.08863632     	-0.00694237    	0.00017462     	-0.03951837    	
0.747	60.27396144    	0.03972582     	0.04195269     	0.00000000     	-0.00823636    	0.87978007     	0.08861272     	-0.00695000    	0.00016817     	-0.03936210    	
0.748	60.24288941    	0.03971158     	0.04194269     	0.00000000     	-0.00824675    	0.87943992     	0.08858953     	-0.00695769    	0.00016177     	-0.03920604    	
0.749	60.21178602    	0.03969731     	0.04193269     	0.00000000     	-0.00825673    	0.87910363     	0.08856672     	-0.00696544    	0.00015541     	-0.03905018    	
0.750	60.18065238    	0.03968302     	0.04192269     	0.00000000     	-0.00826630    	0.87877117     	0.08854431     	-0.00697325    	0.00014909     	-0.03889456    	
0.751	60.14948959    	0.03966868     	0.04191268     	0.00000000     	-0.00827545    	0.87844256     	0.08852229     	-0.00698111    	0.00014281     	-0.03873915    	
0.752	60.11829881    	0.03965433     	0.04190268     	0.00000000     	-0.00828420    	0.87811779     	0.08850065     	-0.00698901    	0.00013659     	-0.03858399    	
0.753	60.08708113    	0.03963993     	0.04189267     	0.00000000     	-0.00829253    	0.87779685     	0.08847938     	-0.00699696    	0.00013040     	-0.03842907    	
0.754	60.05583775    	0.03962552     	0.04188267     	0.00000000     	-0.00830047    	0.87747972     	0.08845849     	-0.00700494    	0.00012427     	-0.03827441    	
0.755	60.02456979    	0.03961106     	0.04187266     	0.00000000     	-0.00830800    	0.87716645     	0.08843796     	-0.00701296    	0.00011818     	-0.03812001    	
0.756	59.99327842    	0.03959658     	0.04186266     	0.00000000     	-0.00831514    	0.87685697     	0.08841780     	-0.00702101    	0.00011214     	-0.03796589    	
0.757	59.96196484    	0.03958206     	0.04185265     	0.00000000     	-0.00832188    	0.87655128     	0.08839798     	-0.00702909    	0.00010614     	-0.03781204    	
0.758	59.93063022    	0.03956750     	0.04184264     	0.00000000     	-0.00832822    	0.87624942     	0.08837852     	-0.00703718    	0.00010020     	-0.03765849    	
0.759	59.89927576    	0.03955293     	0.04183264     	0.00000000     	-0.00833418    	0.87595131     	0.08835940     	-0.00704530    	0.00009431     	-0.03750523    	
0.760	59.86790267    	0.03953831     	0.04182263     	0.00000000     	-0.00833976    	0.87565697     	0.08834060     	-0.00705342    	0.00008847     	-0.03735228    	
0.761	59.83651218    	0.03952366     	0.04181263     	0.00000000     	-0.00834496    	0.87536639     	0.08832214     	-0.00706155    	0.00008268     	-0.03719963    	
0.762	59.80510550    	0.03950897     	0.04180262     	0.00000000     	-0.00834977    	0.87507959     	0.08830400     	-0.00706968    	0.00007694     	-0.03704732    	
0.763	59.77368388    	0.03949426     	0.04179262     	0.00000000     	-0.00835423    	0.87479646     	0.08828617     	-0.00707781    	0.00007126     	-0.03689534    	
0.764	59.74224857    	0.03947951     	0.04178262     	0.00000000     	-0.00835829    	0.87451707     	0.08826865     	-0.00708594    	0.00006563     	-0.03674371    	
0.765	59.71080082    	0.03946472     	0.04177262     	0.00000000     	-0.00836202    	0.87424138     	0.08825142     	-0.00709405    	0.00006006     	-0.03659241    	
0.766	59.67934191    	0.03944990     	0.04176262     	0.00000000     	-0.00836538    	0.87396933     	0.08823447     	-0.00710214    	0.00005454     	-0.03644148    	
0.767	59.64787312    	0.03943505     	0.04175262     	0.00000000     	-0.00836838    	0.87370096     	0.08821781     	-0.00711021    	0.00004907     	-0.03629091    	
0.768	59.61639572    	0.03942016     	0.04174263     	0.00000000     	-0.00837102    	0.87343623     	0.08820143     	-0.00711826    	0.00004367     	-0.03614071    	
0.769	59.58491103    	0.03940523     	0.04173263     	0.00000000     	-0.00837333    	0.87317507     	0.08818530     	-0.00712627    	0.00003832     	-0.03599089    	
0.770	59.55342035    	0.03939027     	0.04172264     	0.00000000     	-0.00837529    	0.87291752     	0.08816943     	-0.00713425    	0.00003303     	-0.03584147    	
0.771	59.52192500    	0.03937528     	0.04171266     	0.00000000     	-0.00837692    	0.87266351     	0.08815380     	-0.00714219    	0.00002780     	-0.03569245    	
0.772	59.49042631    	0.03936025     	0.04170267     	0.00000000     	-0.00837823    	0.87241306     	0.08813841     	-0.00715008    	0.00002262     	-0.03554383    	
0.773	59.45892560    	0.03934518     	0.04169269     	0.00000000     	-0.00837919    	0.87216613     	0.08812325     	-0.00715792    	0.00001751     	-0.03539563    	
0.774	59.42742425    	0.03933009     	0.04168272     	0.00000000     	-0.00837985    	0.87192264     	0.08810831     	-0.00716570    	0.00001245     	-0.03524785    	
0.775	59.39592359    	0.03931495     	0.04167274     	0.00000000     	-0.00838018    	0.87168268     	0.08809357     	-0.00717342    	0.00000746     	-0.03510050    	
0.776	59.36442499    	0.03929978     	0.04166277     	0.00000000     	-0.00838021    	0.87144610     	0.08807903     	-0.00718107    	0.00000253     	-0.03495359    	
0.777	59.33292984    	0.03928459     	0.04165281     	0.00000000     	-0.00837993    	0.87121293     	0.08806468     	-0.00718865    	-0.00000234    	-0.03480712    	
0.778	59.30143951    	0.03926935     	0.04164285     	0.00000000     	-0.00837934    	0.87098311     	0.08805051     	-0.00719615    	-0.00000715    	-0.03466112    	
0.779	59.26995540    	0.03925407     	0.04163289     	0.00000000     	-0.00837848    	0.87075668     	0.08803651     	-0.00720357    	-0.00001189    	-0.03451557    	
0.780	59.23847890    	0.03923877     	0.04162294     	0.00000000     	-0.00837732    	0.87053352     	0.08802267     	-0.00721090    	-0.00001657    	-0.03437050    	
0.781	59.20701143    	0.03922342     	0.04161299     	0.00000000     	-0.00837588    	0.87031365     	0.08800899     	-0.00721814    	-0.00002119    	-0.03422590    	
0.782	59.17555441    	0.03920805     	0.04160305     	0.00000000     	-0.00837416    	0.87009702     	0.08799544     	-0.00722528    	-0.00002574    	-0.03408180    	
0.783	59.14410925    	0.03919264     	0.04159312     	0.00000000     	-0.00837215    	0.86988362     	0.08798202     	-0.00723231    	-0.00003023    	-0.03393818    	
0.784	59.11267742    	0.03917719     	0.04158318     	0.00000000     	-0.00836989    	0.86967338     	0.08796873     	-0.00723924    	-0.00003466    	-0.03379507    	
0.785	59.08126034    	0.03916171     	0.04157326     	0.00000000     	-0.00836737    	0.86946629     	0.08795554     	-0.00724605    	-0.00003902    	-0.03365246    	
0.786	59.04985946    	0.03914619     	0.04156334     	0.00000000     	-0.00836460    	0.86926231     	0.08794247     	-0.00725274    	-0.00004331    	-0.03351038    	
0.787	59.01847625    	0.03913065     	0.04155343     	0.00000000     	-0.00836156    	0.86906142     	0.08792948     	-0.00725930    	-0.00004754    	-0.03336882    	
0.788	58.98711218    	0.03911507     	0.04154352     	0.00000000     	-0.00835827    	0.86886352     	0.08791657     	-0.00726574    	-0.00005170    	-0.03322778    	
0.789	58.95576870    	0.03909946     	0.04153363     	0.00000000     	-0.00835477    	0.86866864     	0.08790374     	-0.00727204    	-0.00005579    	-0.03308729    	
0.790	58.92444733    	0.03908381     	0.04152373     	0.00000000     	-0.00835102    	0.86847675     	0.08789097     	-0.00727819    	-0.00005982    	-0.03294734    	
0.791	58.89314954    	0.03906813     	0.04151385     	0.00000000     	-0.00834703    	0.86828777     	0.08787824     	-0.00728420    	-0.00006378    	-0.03280795    	
0.792	58.86187682    	0.03905242     	0.04150397     	0.00000000     	-0.00834282    	0.86810168     	0.08786557     	-0.00729006    	-0.00006768    	-0.03266911    	
0.793	58.83063069    	0.03903667     	0.04149410     	0.00000000     	-0.00833840    	0.86791844     	0.08785294     	-0.00729576    	-0.00007150    	-0.03253084    	
0.794	58.79941265    	0.03902090     	0.04148424     	0.00000000     	-0.00833376    	0.86773802     	0.08784032     	-0.00730130    	-0.00007526    	-0.03239315    	
0.795	58.76822421    	0.03900510     	0.04147439     	0.00000000     	-0.00832892    	0.86756037     	0.08782773     	-0.00730667    	-0.00007896    	-0.03225603    	
0.796	58.73706690    	0.03898925     	0.04146454     	0.00000000     	-0.00832386    	0.86738545     	0.08781513     	-0.00731186    	-0.00008258    	-0.03211951    	
0.797	58.70594226    	0.03897339     	0.04145470     	0.00000000     	-0.00831862    	0.86721321     	0.08780254     	-0.00731688    	-0.00008614    	-0.03198357    	
0.798	58.67485182    	0.03895749     	0.04144487     	0.00000000     	-0.00831317    	0.86704367     	0.08778994     	-0.00732171    	-0.00008963    	-0.03184824    	
0.799	58.64379709    	0.03894156     	0.04143505     	0.00000000     	-0.00830754    	0.86687672     	0.08777732     	-0.00732635    	-0.00009305    	-0.03171352    	
0.800	58.61277966    	0.03892560     	0.04142524     	0.00000000     	-0.00830173    	0.86671234     	0.08776467     	-0.00733080    	-0.00009641    	-0.03157941    	
0.801	58.58180107    	0.03890962     	0.04141544     	0.00000000     	-0.00829573    	0.86655050     	0.08775198     	-0.00733504    	-0.00009969    	-0.03144592    	
0.802	58.55086286    	0.03889361     	0.04140565     	0.00000000     	-0.00828956    	0.86639116     	0.08773925     	-0.00733908    	-0.00010291    	-0.03131307    	
0.803	58.51996659    	0.03887755     	0.04139586     	0.00000000     	-0.00828323    	0.86623426     	0.08772647     	-0.00734291    	-0.00010606    	-0.03118083    	
0.804	58.48911384    	0.03886148     	0.04138609     	0.00000000     	-0.00827672    	0.86607978     	0.08771362     	-0.00734653    	-0.00010915    	-0.03104924    	
0.805	58.45830618    	0.03884539     	0.04137633     	0.00000000     	-0.00827007    	0.86592770     	0.08770070     	-0.00734992    	-0.00011216    	-0.03091828    	
0.806	58.42754518    	0.03882926     	0.04136657     	0.00000000     	-0.00826324    	0.86577793     	0.08768772     	-0.00735309    	-0.00011511    	-0.03078799    	
0.807	58.39683240    	0.03881311     	0.04135683     	0.00000000     	-0.00825628    	0.86563046     	0.08767465     	-0.00735602    	-0.00011800    	-0.03065835    	
0.808	58.36616945    	0.03879694     	0.04134710     	0.00000000     	-0.00824916    	0.86548522     	0.08766147     	-0.00735872    	-0.00012081    	-0.03052936    	
0.809	58.33555791    	0.03878073     	0.04133737     	0.00000000     	-0.00824189    	0.86534222     	0.08764821     	-0.00736118    	-0.00012356    	-0.03040105    	
0.810	58.30499935    	0.03876451     	0.04132766     	0.00000000     	-0.00823449    	0.86520138     	0.08763485     	-0.00736339    	-0.00012624    	-0.03027342    	
0.811	58.27449536    	0.03874826     	0.04131796     	0.00000000     	-0.00822696    	0.86506267     	0.08762136     	-0.00736535    	-0.00012886    	-0.03014646    	
0.812	58.24404756    	0.03873198     	0.04130827     	0.00000000     	-0.00821928    	0.86492605     	0.08760777     	-0.00736705    	-0.00013141    	-0.03002017    	
0.813	58.21365753    	0.03871569     	0.04129859     	0.00000000     	-0.00821149    	0.86479149     	0.08759404     	-0.00736850    	-0.00013390    	-0.02989459    	
0.814	58.18332686    	0.03869937     	0.04128892     	0.00000000     	-0.00820357    	0.86465893     	0.08758020     	-0.00736967    	-0.00013632    	-0.02976970    	
0.815	58.15305715    	0.03868303     	0.04127927     	0.00000000     	-0.00819553    	0.86452833     	0.08756621     	-0.00737058    	-0.00013868    	-0.02964550    	
0.816	58.12285002    	0.03866667     	0.04126962     	0.00000000     	-0.00818737    	0.86439969     	0.08755208     	-0.00737121    	-0.00014097    	-0.02952201    	
0.817	58.09270706    	0.03865029     	0.04125999     	0.00000000     	-0.00817911    	0.86427289     	0.08753782     	-0.00737156    	-0.00014320    	-0.02939923    	
0.818	58.06262988    	0.03863388     	0.04125036     	0.00000000     	-0.00817072    	0.86414800     	0.08752338     	-0.00737162    	-0.00014537    	-0.02927716    	
0.819	58.03262006    	0.03861746     	0.04124075     	0.00000000     	-0.00816221    	0.86402490     	0.08750881     	-0.00737140    	-0.00014747    	-0.02915581    	
0.820	58.00267924    	0.03860102     	0.04123115     	0.00000000     	-0.00815362    	0.86390357     	0.08749407     	-0.00737088    	-0.00014951    	-0.02903518    	
0.821	57.97280901    	0.03858457     	0.04122157     	0.00000000     	-0.00814492    	0.86378398     	0.08747916     	-0.00737007    	-0.00015149    	-0.02891527    	
0.822	57.94301097    	0.03856809     	0.04121199     	0.00000000     	-0.00813612    	0.86366608     	0.08746409     	-0.00736895    	-0.00015341    	-0.02879611    	
