theta	phi	psi	alpha	beta	CD	CL	Cy	Cmx	Cmy	Cmz
29.95789500     -9.55024500     0.00000000      29.61314804     -4.75243822     0.50867748      0.84556520      0.09538424      -0.00860815     -0.01335372     0.07455189     
29.95683000     -9.52513000     0.00000000      29.61390335     -4.73987430     0.50871828      0.84556436      0.09542994      -0.00859057     -0.01333720     0.07456050     
29.95683000     -9.49989500     0.00000000      29.61571999     -4.72740400     0.50877456      0.84555422      0.09547380      -0.00857298     -0.01332089     0.07456888     
29.95683000     -9.46188500     0.00000000      29.61844715     -4.70861942     0.50883346      0.84553606      0.09557291      -0.00855285     -0.01330476     0.07457984     
29.95683000     -9.43666000     0.00000000      29.62025094     -4.69615233     0.50888905      0.84552595      0.09561735      -0.00853555     -0.01328861     0.07458763     
29.95683000     -9.41150000     0.00000000      29.62204527     -4.68371668     0.50894425      0.84551572      0.09566181      -0.00851840     -0.01327255     0.07459513     
29.95683000     -9.38617500     0.00000000      29.62384651     -4.67119878     0.50899916      0.84550543      0.09570730      -0.00850135     -0.01325658     0.07460236     
29.95683000     -9.36112500     0.00000000      29.62562339     -4.65881614     0.50905364      0.84549522      0.09575193      -0.00848450     -0.01324069     0.07460923     
29.95683000     -9.33591500     0.00000000      29.62740681     -4.64635372     0.50910779      0.84548484      0.09579761      -0.00846776     -0.01322490     0.07461586     
29.95683000     -9.31068000     0.00000000      29.62918716     -4.63387826     0.50916155      0.84547431      0.09584371      -0.00845114     -0.01320919     0.07462224     
29.95683000     -9.28553000     0.00000000      29.63095670     -4.62144415     0.50921493      0.84546376      0.09588983      -0.00843469     -0.01319357     0.07462826     
29.95683000     -9.26037500     0.00000000      29.63272179     -4.60900689     0.50926797      0.84545317      0.09593630      -0.00841836     -0.01317804     0.07463404     
29.95683000     -9.23515500     0.00000000      29.63448660     -4.59653681     0.50932053      0.84544232      0.09598344      -0.00840216     -0.01316261     0.07463951     
29.95683000     -9.20985000     0.00000000      29.63625251     -4.58402404     0.50937273      0.84543136      0.09603134      -0.00838607     -0.01314726     0.07464470     
29.95683000     -9.18470500     0.00000000      29.63800244     -4.57158970     0.50942452      0.84542036      0.09607890      -0.00837014     -0.01313201     0.07464960     
29.95896500     -9.15958500     0.00000000      29.64186700     -4.55946245     0.50950754      0.84539068      0.09612164      -0.00835410     -0.01311707     0.07465419     
29.95896500     -9.13882000     0.00000000      29.64330459     -4.54919233     0.50955764      0.84538203      0.09615114      -0.00833935     -0.01310197     0.07465752     
29.95896500     -9.11809500     0.00000000      29.64473613     -4.53894155     0.50960735      0.84537320      0.09618083      -0.00832473     -0.01308697     0.07466056     
29.95873000     -9.09718500     0.00000000      29.64594365     -4.52856651     0.50965322      0.84536617      0.09621231      -0.00831023     -0.01307203     0.07466335     
29.95873000     -9.07759000     0.00000000      29.64729103     -4.51887386     0.50970184      0.84535761      0.09623797      -0.00829611     -0.01305721     0.07466560     
29.95873000     -9.05792500     0.00000000      29.64864028     -4.50914618     0.50975015      0.84534892      0.09626432      -0.00828209     -0.01304248     0.07466758     
29.95873000     -9.03820000     0.00000000      29.64999070     -4.49938842     0.50979798      0.84533991      0.09629139      -0.00826818     -0.01302785     0.07466927     
29.95873000     -9.01853000     0.00000000      29.65133441     -4.48965746     0.50984541      0.84533073      0.09631866      -0.00825440     -0.01301331     0.07467065     
29.95873000     -8.99878000     0.00000000      29.65268063     -4.47988653     0.50989242      0.84532127      0.09634673      -0.00824073     -0.01299887     0.07467181     
29.95873000     -8.96791000     0.00000000      29.65477889     -4.46461338     0.50994080      0.84530492      0.09642332      -0.00822484     -0.01298461     0.07467509     
29.95873000     -8.94816000     0.00000000      29.65611752     -4.45484141     0.50998691      0.84529499      0.09645230      -0.00821140     -0.01297036     0.07467566     
29.95873000     -8.92844500     0.00000000      29.65745082     -4.44508636     0.51003257      0.84528486      0.09648158      -0.00819808     -0.01295622     0.07467596     
29.95873000     -8.90878000     0.00000000      29.65877779     -4.43535566     0.51007770      0.84527442      0.09651116      -0.00818488     -0.01294217     0.07467598     
29.95873000     -8.88906500     0.00000000      29.66010519     -4.42559982     0.51012242      0.84526378      0.09654142      -0.00817179     -0.01292822     0.07467574     
29.95873000     -8.86934000     0.00000000      29.66143031     -4.41583863     0.51016669      0.84525276      0.09657224      -0.00815880     -0.01291437     0.07467523     
29.95873000     -8.84966500     0.00000000      29.66274913     -4.40610179     0.51021049      0.84524155      0.09660329      -0.00814593     -0.01290062     0.07467443     
29.95873000     -8.82996500     0.00000000      29.66406668     -4.39635218     0.51025377      0.84523001      0.09663498      -0.00813317     -0.01288697     0.07467339     
29.95786500     -8.81019500     0.00000000      29.66452612     -4.38645242     0.51028381      0.84522569      0.09666948      -0.00812059     -0.01287334     0.07467209     
29.95573000     -8.79886500     0.00000000      29.66315857     -4.38056112     0.51029328      0.84523701      0.09667083      -0.00811004     -0.01285962     0.07466872     
29.95573000     -8.78990500     0.00000000      29.66375470     -4.37612678     0.51033363      0.84523079      0.09665748      -0.00809983     -0.01284620     0.07466460     
29.95573000     -8.78091500     0.00000000      29.66435220     -4.37167750     0.51037356      0.84522424      0.09664483      -0.00808972     -0.01283288     0.07466024     
29.95573000     -8.77194000     0.00000000      29.66494810     -4.36723557     0.51041302      0.84521735      0.09663261      -0.00807972     -0.01281967     0.07465560     
29.95573000     -8.76280000     0.00000000      29.66555432     -4.36271190     0.51045210      0.84521012      0.09662161      -0.00806977     -0.01280656     0.07465077     
29.95573000     -8.75395500     0.00000000      29.66614037     -4.35833414     0.51049062      0.84520259      0.09660989      -0.00805998     -0.01279354     0.07464566     
29.95573000     -8.74498500     0.00000000      29.66673410     -4.35389444     0.51052869      0.84519465      0.09659925      -0.00805026     -0.01278064     0.07464030     
29.95573000     -8.73598500     0.00000000      29.66732920     -4.34943982     0.51056632      0.84518638      0.09658927      -0.00804062     -0.01276783     0.07463470     
29.95573000     -8.72701500     0.00000000      29.66792170     -4.34499995     0.51060351      0.84517778      0.09657972      -0.00803107     -0.01275514     0.07462890     
29.95573000     -8.71803500     0.00000000      29.66851426     -4.34055506     0.51064017      0.84516871      0.09657079      -0.00802162     -0.01274254     0.07462286     
29.95573000     -8.70904500     0.00000000      29.66910686     -4.33610514     0.51067641      0.84515933      0.09656245      -0.00801226     -0.01273005     0.07461657     
29.95573000     -8.69395000     0.00000000      29.67010050     -4.32863315     0.51071298      0.84514610      0.09658118      -0.00800169     -0.01271770     0.07461136     
29.95573000     -8.68496000     0.00000000      29.67069146     -4.32418301     0.51074825      0.84513591      0.09657400      -0.00799250     -0.01270542     0.07460467     
29.95573000     -8.67598000     0.00000000      29.67128114     -4.31973774     0.51078302      0.84512540      0.09656733      -0.00798338     -0.01269324     0.07459771     
29.95574500     -8.66698500     0.00000000      29.67188611     -4.31528693     0.51081755      0.84511433      0.09656130      -0.00797434     -0.01268117     0.07459056     
29.95789500     -8.64727500     0.00000000      29.67531452     -4.30581051     0.51088467      0.84507816      0.09659755      -0.00796289     -0.01266949     0.07458545     
29.95789500     -8.61924500     0.00000000      29.67714518     -4.29193291     0.51092037      0.84505553      0.09667541      -0.00795003     -0.01265775     0.07458187     
29.95789500     -8.59123000     0.00000000      29.67896891     -4.27806195     0.51095552      0.84503260      0.09675385      -0.00793725     -0.01264612     0.07457808     
29.95789500     -8.56321000     0.00000000      29.68078700     -4.26418775     0.51099010      0.84500930      0.09683293      -0.00792455     -0.01263459     0.07457408     
29.95789500     -8.53511500     0.00000000      29.68260398     -4.25027564     0.51102408      0.84498562      0.09691299      -0.00791190     -0.01262317     0.07456990     
29.95789500     -8.50710000     0.00000000      29.68440981     -4.23640237     0.51105749      0.84496162      0.09699333      -0.00789934     -0.01261185     0.07456548     
29.95789500     -8.47899500     0.00000000      29.68621546     -4.22248376     0.51109031      0.84493714      0.09707473      -0.00788684     -0.01260065     0.07456089     
29.95789500     -8.45099000     0.00000000      29.68800872     -4.20861391     0.51112254      0.84491244      0.09715633      -0.00787442     -0.01258954     0.07455608     
29.95789500     -8.42293500     0.00000000      29.68979921     -4.19471854     0.51115422      0.84488735      0.09723884      -0.00786206     -0.01257855     0.07455107     
29.95789500     -8.39477500     0.00000000      29.69159039     -4.18077040     0.51118528      0.84486172      0.09732244      -0.00784975     -0.01256766     0.07454595     
29.95789500     -8.36683000     0.00000000      29.69336195     -4.16692799     0.51121582      0.84483596      0.09740574      -0.00783755     -0.01255687     0.07454056     
29.95789500     -8.33879500     0.00000000      29.69513326     -4.15304025     0.51124573      0.84480975      0.09749013      -0.00782540     -0.01254620     0.07453503     
29.95789500     -8.31072000     0.00000000      29.69690112     -4.13913194     0.51127508      0.84478315      0.09757535      -0.00781329     -0.01253563     0.07452933     
29.95789500     -8.28270000     0.00000000      29.69865954     -4.12525014     0.51130379      0.84475620      0.09766103      -0.00780126     -0.01252517     0.07452345     
29.95789500     -8.25461000     0.00000000      29.70041639     -4.11133290     0.51133202      0.84472887      0.09774767      -0.00778928     -0.01251482     0.07451743     
29.96001500     -8.22652000     0.00000000      29.70427619     -4.09767840     0.51139107      0.84468263      0.09783043      -0.00777710     -0.01250478     0.07451122     
29.96001500     -8.19625500     0.00000000      29.70615600     -4.08268095     0.51141822      0.84465337      0.09792793      -0.00776477     -0.01249465     0.07450533     
29.96001500     -8.16603500     0.00000000      29.70802607     -4.06770494     0.51144475      0.84462373      0.09802592      -0.00775252     -0.01248463     0.07449927     
29.96001500     -8.12024500     0.00000000      29.71084643     -4.04501134     0.51147157      0.84458539      0.09819252      -0.00773706     -0.01247482     0.07449626     
29.96001500     -8.08994000     0.00000000      29.71270427     -4.02999105     0.51149686      0.84455503      0.09829229      -0.00772489     -0.01246502     0.07448990     
29.96001500     -8.05966500     0.00000000      29.71455332     -4.01498478     0.51152155      0.84452435      0.09839263      -0.00771278     -0.01245533     0.07448341     
29.96001500     -8.02936500     0.00000000      29.71639693     -3.99996528     0.51154563      0.84449331      0.09849377      -0.00770071     -0.01244575     0.07447680     
29.96001500     -7.99904500     0.00000000      29.71823478     -3.98493501     0.51156914      0.84446190      0.09859569      -0.00768869     -0.01243628     0.07447009     
29.96001500     -7.96884500     0.00000000      29.72005842     -3.96996340     0.51159207      0.84443020      0.09869781      -0.00767674     -0.01242691     0.07446318     
29.96001500     -7.93837500     0.00000000      29.72189136     -3.95485708     0.51161435      0.84439799      0.09880180      -0.00766478     -0.01241766     0.07445625     
29.96001500     -7.90821500     0.00000000      29.72369871     -3.93990363     0.51163614      0.84436566      0.09890516      -0.00765293     -0.01240851     0.07444917     
29.96001500     -7.87798000     0.00000000      29.72550363     -3.92491216     0.51165725      0.84433286      0.09900954      -0.00764111     -0.01239948     0.07444192     
29.96001500     -7.84774000     0.00000000      29.72730191     -3.90991738     0.51167780      0.84429975      0.09911464      -0.00762933     -0.01239055     0.07443460     
29.96001500     -7.81745500     0.00000000      29.72909591     -3.89489947     0.51169778      0.84426628      0.09922066      -0.00761758     -0.01238174     0.07442720     
29.96001500     -7.78713000     0.00000000      29.73088532     -3.87986090     0.51171718      0.84423249      0.09932757      -0.00760586     -0.01237303     0.07441972     
29.96111000     -7.75690000     0.00000000      29.73375210     -3.86499696     0.51175223      0.84418875      0.09943254      -0.00759407     -0.01236454     0.07441212     
29.95767500     -7.72834500     0.00000000      29.73200496     -3.85043306     0.51171950      0.84418525      0.09954011      -0.00758321     -0.01235571     0.07440407     
29.95767500     -7.70271500     0.00000000      29.73350038     -3.83772173     0.51173720      0.84415288      0.09962861      -0.00757258     -0.01234731     0.07439540     
29.95767500     -7.67717000     0.00000000      29.73498589     -3.82505198     0.51175435      0.84412011      0.09971740      -0.00756201     -0.01233902     0.07438665     
29.95767500     -7.65152500     0.00000000      29.73647223     -3.81233205     0.51177098      0.84408705      0.09980740      -0.00755145     -0.01233084     0.07437780     
29.95767500     -7.62592500     0.00000000      29.73795099     -3.79963387     0.51178704      0.84405359      0.09989789      -0.00754093     -0.01232277     0.07436892     
29.95767500     -7.60028500     0.00000000      29.73942708     -3.78691527     0.51180266      0.84401989      0.09998923      -0.00753045     -0.01231481     0.07435995     
29.95767500     -7.57463000     0.00000000      29.74089905     -3.77418866     0.51181768      0.84398578      0.10008136      -0.00751998     -0.01230696     0.07435099     
29.95767500     -7.53610500     0.00000000      29.74310006     -3.75507659     0.51183179      0.84394490      0.10023054      -0.00750688     -0.01229930     0.07434445     
29.95767500     -7.51048000     0.00000000      29.74455783     -3.74236344     0.51184576      0.84391017      0.10032397      -0.00749648     -0.01229167     0.07433536     
29.95767500     -7.48487500     0.00000000      29.74600950     -3.72965965     0.51185919      0.84387516      0.10041803      -0.00748612     -0.01228415     0.07432623     
29.95767500     -7.45926000     0.00000000      29.74745676     -3.71695033     0.51187214      0.84383995      0.10051282      -0.00747578     -0.01227675     0.07431705     
29.95767500     -7.43365000     0.00000000      29.74889876     -3.70424293     0.51188450      0.84380425      0.10060831      -0.00746547     -0.01226946     0.07430784     
29.95767500     -7.40802000     0.00000000      29.75033690     -3.69152505     0.51189644      0.84376839      0.10070454      -0.00745519     -0.01226228     0.07429864     
29.95767500     -7.38242000     0.00000000      29.75176840     -3.67882150     0.51190786      0.84373222      0.10080138      -0.00744493     -0.01225520     0.07428934     
29.95874500     -7.35672000     0.00000000      29.75426603     -3.66618672     0.51193457      0.84368628      0.10089731      -0.00743455     -0.01224835     0.07428010     
29.96326000     -7.33377000     0.00000000      29.76003702     -3.65529718     0.51201213      0.84361122      0.10097523      -0.00742436     -0.01224191     0.07427032     
29.96326000     -7.31311000     0.00000000      29.76118116     -3.64504202     0.51202235      0.84357657      0.10105256      -0.00741520     -0.01223515     0.07426006     
29.96326000     -7.29243000     0.00000000      29.76232318     -3.63477658     0.51203213      0.84354168      0.10113066      -0.00740606     -0.01222850     0.07424982     
29.96326000     -7.27170500     0.00000000      29.76346442     -3.62448845     0.51204144      0.84350644      0.10120962      -0.00739693     -0.01222196     0.07423959     
29.96326000     -7.25105000     0.00000000      29.76459858     -3.61423470     0.51205029      0.84347096      0.10128900      -0.00738784     -0.01221553     0.07422934     
29.96326000     -7.23035500     0.00000000      29.76573168     -3.60396075     0.51205869      0.84343518      0.10136924      -0.00737875     -0.01220921     0.07421912     
29.96326000     -7.20967500     0.00000000      29.76686072     -3.59369388     0.51206670      0.84339917      0.10145007      -0.00736969     -0.01220300     0.07420889     
29.96326000     -7.18898000     0.00000000      29.76798733     -3.58341922     0.51207426      0.84336293      0.10153164      -0.00736065     -0.01219692     0.07419870     
29.96326000     -7.16830000     0.00000000      29.76910988     -3.57315165     0.51208140      0.84332642      0.10161386      -0.00735162     -0.01219093     0.07418854     
29.96326000     -7.14764000     0.00000000      29.77022811     -3.56289366     0.51208804      0.84328966      0.10169662      -0.00734263     -0.01218506     0.07417841     
29.96326000     -7.12694000     0.00000000      29.77134526     -3.55261546     0.51209428      0.84325265      0.10178029      -0.00733363     -0.01217930     0.07416833     
29.96326000     -7.10627500     0.00000000      29.77245729     -3.54235429     0.51210014      0.84321546      0.10186443      -0.00732466     -0.01217365     0.07415827     
29.96326000     -7.08557000     0.00000000      29.77356821     -3.53207291     0.51210556      0.84317798      0.10194943      -0.00731570     -0.01216811     0.07414822     
29.96326000     -7.05460000     0.00000000      29.77522384     -3.51669363     0.51210952      0.84313551      0.10208016      -0.00730464     -0.01216273     0.07414020     
29.96326000     -7.03386500     0.00000000      29.77632826     -3.50639649     0.51211408      0.84309764      0.10216663      -0.00729571     -0.01215742     0.07413029     
29.96326000     -7.01313000     0.00000000      29.77742941     -3.49609899     0.51211826      0.84305958      0.10225376      -0.00728678     -0.01215221     0.07412041     
29.96219000     -6.99250500     0.00000000      29.77745551     -3.48574272     0.51210610      0.84303071      0.10234303      -0.00727803     -0.01214701     0.07411057     
29.96089000     -6.97250000     0.00000000      29.77721651     -3.47567046     0.51209033      0.84300406      0.10243061      -0.00726945     -0.01214191     0.07410067     
29.96089000     -6.95286000     0.00000000      29.77825041     -3.46591651     0.51209337      0.84296590      0.10251486      -0.00726080     -0.01213702     0.07409075     
29.96089000     -6.93315000     0.00000000      29.77928505     -3.45612750     0.51209607      0.84292757      0.10260007      -0.00725215     -0.01213226     0.07408092     
29.96089000     -6.91347000     0.00000000      29.78031519     -3.44635307     0.51209841      0.84288907      0.10268577      -0.00724352     -0.01212759     0.07407119     
29.96089000     -6.89375500     0.00000000      29.78134421     -3.43656095     0.51210033      0.84285040      0.10277228      -0.00723490     -0.01212304     0.07406150     
29.96089000     -6.87403000     0.00000000      29.78237080     -3.42676356     0.51210193      0.84281157      0.10285944      -0.00722628     -0.01211860     0.07405190     
29.96089000     -6.85439000     0.00000000      29.78339005     -3.41700809     0.51210313      0.84277262      0.10294685      -0.00721770     -0.01211427     0.07404238     
29.96089000     -6.83471000     0.00000000      29.78440844     -3.40723244     0.51210398      0.84273352      0.10303507      -0.00720912     -0.01211004     0.07403291     
29.96089000     -6.81499500     0.00000000      29.78542569     -3.39743910     0.51210444      0.84269430      0.10312407      -0.00720055     -0.01210593     0.07402359     
29.96089000     -6.79529500     0.00000000      29.78643923     -3.38765291     0.51210459      0.84265493      0.10321360      -0.00719199     -0.01210192     0.07401431     
29.96089000     -6.77558000     0.00000000      29.78745060     -3.37785897     0.51210435      0.84261544      0.10330381      -0.00718344     -0.01209803     0.07400515     
29.96089000     -6.75589500     0.00000000      29.78845749     -3.36807963     0.51210378      0.84257584      0.10339450      -0.00717491     -0.01209423     0.07399607     
29.96089000     -6.73620500     0.00000000      29.78946170     -3.35829750     0.51210285      0.84253611      0.10348580      -0.00716639     -0.01209055     0.07398707     
29.96089000     -6.71646000     0.00000000      29.79046576     -3.34848775     0.51210161      0.84249633      0.10357793      -0.00715787     -0.01208697     0.07397822     
29.96087500     -6.69679500     0.00000000      29.79144787     -3.33871593     0.51209979      0.84245654      0.10367032      -0.00714938     -0.01208350     0.07396945     
29.95896000     -6.67738500     0.00000000      29.79052068     -3.32887879     0.51206955      0.84243354      0.10376549      -0.00714119     -0.01207996     0.07396073     
29.95896000     -6.65871500     0.00000000      29.79146180     -3.31960284     0.51206748      0.84239397      0.10385462      -0.00713293     -0.01207671     0.07395196     
29.95896000     -6.63065000     0.00000000      29.79287153     -3.30565859     0.51206351      0.84235011      0.10398564      -0.00712274     -0.01207359     0.07394509     
29.95896000     -6.61190000     0.00000000      29.79381003     -3.29634222     0.51206076      0.84231036      0.10407624      -0.00711449     -0.01207054     0.07393658     
29.95896000     -6.59317000     0.00000000      29.79474488     -3.28703552     0.51205768      0.84227054      0.10416733      -0.00710626     -0.01206760     0.07392816     
29.95896000     -6.57438500     0.00000000      29.79567980     -3.27770123     0.51205430      0.84223061      0.10425920      -0.00709802     -0.01206476     0.07391991     
29.95896000     -6.55568500     0.00000000      29.79660783     -3.26840891     0.51205064      0.84219076      0.10435126      -0.00708981     -0.01206202     0.07391173     
29.95896000     -6.53694000     0.00000000      29.79753544     -3.25909396     0.51204668      0.84215080      0.10444401      -0.00708160     -0.01205938     0.07390371     
29.95896000     -6.51823000     0.00000000      29.79845866     -3.24979615     0.51204237      0.84211086      0.10453717      -0.00707342     -0.01205686     0.07389577     
29.95896000     -6.49946500     0.00000000      29.79938194     -3.24047074     0.51203781      0.84207084      0.10463110      -0.00706524     -0.01205443     0.07388800     
29.95896000     -6.48075000     0.00000000      29.80030009     -3.23116991     0.51203297      0.84203082      0.10472531      -0.00705708     -0.01205210     0.07388034     
29.95896000     -6.46200000     0.00000000      29.80121731     -3.22185144     0.51202781      0.84199077      0.10482019      -0.00704892     -0.01204988     0.07387284     
29.95896000     -6.44323000     0.00000000      29.80213283     -3.21252276     0.51202234      0.84195069      0.10491565      -0.00704077     -0.01204776     0.07386546     
29.95896000     -6.42453000     0.00000000      29.80304229     -3.20322861     0.51201666      0.84191072      0.10501131      -0.00703265     -0.01204573     0.07385819     
29.95896000     -6.40578500     0.00000000      29.80395127     -3.19391184     0.51201067      0.84187070      0.10510765      -0.00702454     -0.01204381     0.07385106     
29.95574500     -6.38700000     0.00000000      29.80165459     -3.18426459     0.51195679      0.84185891      0.10521006      -0.00701681     -0.01204170     0.07384407     
29.95681000     -6.36978000     0.00000000      29.80354646     -3.17580869     0.51196632      0.84181017      0.10529883      -0.00700891     -0.01204006     0.07383696     
29.95681000     -6.35376000     0.00000000      29.80431680     -3.16784621     0.51196009      0.84177133      0.10538460      -0.00700139     -0.01203842     0.07382975     
29.95681000     -6.33777000     0.00000000      29.80508375     -3.15989846     0.51195362      0.84173259      0.10547068      -0.00699390     -0.01203688     0.07382265     
29.95681000     -6.32175000     0.00000000      29.80585020     -3.15193561     0.51194687      0.84169380      0.10555734      -0.00698641     -0.01203543     0.07381574     
29.95681000     -6.30570000     0.00000000      29.80661613     -3.14395766     0.51193987      0.84165508      0.10564457      -0.00697893     -0.01203408     0.07380896     
29.95681000     -6.28963500     0.00000000      29.80738083     -3.13597207     0.51193267      0.84161641      0.10573230      -0.00697147     -0.01203283     0.07380234     
29.95681000     -6.27368000     0.00000000      29.80813836     -3.12804098     0.51192521      0.84157775      0.10582001      -0.00696403     -0.01203167     0.07379584     
29.95681000     -6.24949000     0.00000000      29.80928320     -3.11601599     0.51191565      0.84153574      0.10594436      -0.00695493     -0.01203064     0.07379099     
29.95681000     -6.23345500     0.00000000      29.81003965     -3.10804466     0.51190767      0.84149722      0.10603321      -0.00694752     -0.01202966     0.07378481     
29.95681000     -6.21743500     0.00000000      29.81079344     -3.10008061     0.51189948      0.84145878      0.10612241      -0.00694012     -0.01202878     0.07377876     
29.95681000     -6.20143000     0.00000000      29.81154459     -3.09212384     0.51189107      0.84142041      0.10621193      -0.00693274     -0.01202799     0.07377287     
29.95681000     -6.18540000     0.00000000      29.81229496     -3.08415445     0.51188238      0.84138206      0.10630197      -0.00692538     -0.01202729     0.07376712     
29.95681000     -6.16937000     0.00000000      29.81304339     -3.07618488     0.51187350      0.84134383      0.10639236      -0.00691802     -0.01202668     0.07376149     
29.95681000     -6.15334500     0.00000000      29.81378965     -3.06821762     0.51186438      0.84130568      0.10648311      -0.00691069     -0.01202616     0.07375606     
29.96111000     -6.13734000     0.00000000      29.81882060     -3.06065898     0.51191865      0.84122978      0.10656718      -0.00690286     -0.01202611     0.07375077     
29.96221000     -6.12761500     0.00000000      29.82036822     -3.05592498     0.51192692      0.84118473      0.10662911      -0.00689671     -0.01202583     0.07374446     
29.96221000     -6.12509500     0.00000000      29.82048492     -3.05467182     0.51192045      0.84115231      0.10666143      -0.00689220     -0.01202551     0.07373707     
29.96221000     -6.12256000     0.00000000      29.82060226     -3.05341120     0.51191390      0.84112002      0.10669412      -0.00688771     -0.01202528     0.07372978     
29.96221000     -6.12002000     0.00000000      29.82071979     -3.05214810     0.51190711      0.84108781      0.10672716      -0.00688323     -0.01202513     0.07372270     
29.96221000     -6.11748000     0.00000000      29.82083726     -3.05088498     0.51190015      0.84105565      0.10676052      -0.00687876     -0.01202506     0.07371575     
29.96221000     -6.11488000     0.00000000      29.82095746     -3.04959203     0.51189300      0.84102358      0.10679444      -0.00687431     -0.01202508     0.07370894     
29.96221000     -6.11240000     0.00000000      29.82107207     -3.04835874     0.51188572      0.84099166      0.10682810      -0.00686990     -0.01202518     0.07370231     
29.96221000     -6.10986000     0.00000000      29.82118940     -3.04709562     0.51187824      0.84095978      0.10686235      -0.00686549     -0.01202535     0.07369583     
29.96221000     -6.10732500     0.00000000      29.82130645     -3.04583497     0.51187057      0.84092802      0.10689684      -0.00686111     -0.01202561     0.07368947     
29.96221000     -6.10478000     0.00000000      29.82142391     -3.04456935     0.51186274      0.84089635      0.10693164      -0.00685674     -0.01202594     0.07368329     
29.96221000     -6.10224500     0.00000000      29.82154086     -3.04330869     0.51185476      0.84086481      0.10696665      -0.00685240     -0.01202635     0.07367725     
29.96221000     -6.09970000     0.00000000      29.82165823     -3.04204306     0.51184663      0.84083342      0.10700194      -0.00684808     -0.01202684     0.07367138     
29.96221000     -6.09566500     0.00000000      29.82184420     -3.04003644     0.51183791      0.84080142      0.10704409      -0.00684347     -0.01202740     0.07366594     
29.96221000     -6.09312000     0.00000000      29.82196144     -3.03877080     0.51182940      0.84077020      0.10707987      -0.00683918     -0.01202803     0.07366036     
29.96221000     -6.09057500     0.00000000      29.82207863     -3.03750515     0.51182073      0.84073910      0.10711586      -0.00683492     -0.01202874     0.07365496     
29.96136000     -6.08804500     0.00000000      29.82134750     -3.03616875     0.51179940      0.84071561      0.10715334      -0.00683079     -0.01202944     0.07364965     
29.96136000     -6.07768000     0.00000000      29.82182406     -3.03101423     0.51178837      0.84068156      0.10722422      -0.00682497     -0.01203031     0.07364592     
29.96136000     -6.06738500     0.00000000      29.82229659     -3.02589444     0.51177717      0.84064765      0.10729495      -0.00681919     -0.01203126     0.07364230     
29.96136000     -6.05706000     0.00000000      29.82276970     -3.02075966     0.51176579      0.84061383      0.10736603      -0.00681343     -0.01203227     0.07363884     
29.96136000     -6.04672500     0.00000000      29.82324246     -3.01561984     0.51175426      0.84058017      0.10743730      -0.00680769     -0.01203335     0.07363557     
29.96136000     -6.03637500     0.00000000      29.82371509     -3.01047248     0.51174247      0.84054659      0.10750880      -0.00680197     -0.01203448     0.07363236     
29.96136000     -6.02604500     0.00000000      29.82418601     -3.00533499     0.51173053      0.84051318      0.10758040      -0.00679627     -0.01203568     0.07362936     
29.96136000     -6.01572500     0.00000000      29.82465565     -3.00020240     0.51171840      0.84047989      0.10765207      -0.00679061     -0.01203695     0.07362648     
29.96136000     -6.00538000     0.00000000      29.82512563     -2.99505731     0.51170607      0.84044671      0.10772399      -0.00678496     -0.01203827     0.07362373     
29.96136000     -5.99504500     0.00000000      29.82559434     -2.98991711     0.51169358      0.84041370      0.10779601      -0.00677934     -0.01203965     0.07362110     
29.96136000     -5.98471000     0.00000000      29.82606225     -2.98477684     0.51168087      0.84038075      0.10786811      -0.00677374     -0.01204109     0.07361866     
29.96136000     -5.97437500     0.00000000      29.82652935     -2.97963650     0.51166793      0.84034793      0.10794034      -0.00676817     -0.01204259     0.07361631     
29.96136000     -5.96404500     0.00000000      29.82699541     -2.97449857     0.51165484      0.84031528      0.10801262      -0.00676263     -0.01204413     0.07361408     
29.96136000     -5.95370000     0.00000000      29.82746134     -2.96935311     0.51164152      0.84028268      0.10808507      -0.00675711     -0.01204573     0.07361201     
29.96136000     -5.94335000     0.00000000      29.82792668     -2.96420509     0.51162804      0.84025025      0.10815761      -0.00675161     -0.01204738     0.07361006     
29.96219500     -5.93303500     0.00000000      29.82922239     -2.95914928     0.51162665      0.84021056      0.10822878      -0.00674604     -0.01204916     0.07360827     
29.96219500     -5.91873000     0.00000000      29.82986311     -2.95203367     0.51161160      0.84017675      0.10831888      -0.00673978     -0.01205092     0.07360723     
29.96304500     -5.90447000     0.00000000      29.83134800     -2.94501616     0.51160893      0.84013566      0.10840750      -0.00673346     -0.01205281     0.07360638     
29.96304500     -5.88744000     0.00000000      29.83210693     -2.93654451     0.51159265      0.84010110      0.10850969      -0.00672670     -0.01205468     0.07360609     
29.96304500     -5.86194000     0.00000000      29.83323921     -2.92385906     0.51157366      0.84006327      0.10864925      -0.00671824     -0.01205662     0.07360741     
29.96304500     -5.84485000     0.00000000      29.83399531     -2.91535707     0.51155685      0.84002890      0.10875177      -0.00671152     -0.01205858     0.07360738     
29.96304500     -5.82778500     0.00000000      29.83474809     -2.90686733     0.51153982      0.83999459      0.10885416      -0.00670484     -0.01206057     0.07360747     
29.96304500     -5.81068500     0.00000000      29.83550020     -2.89835998     0.51152252      0.83996041      0.10895672      -0.00669817     -0.01206259     0.07360766     
29.96304500     -5.79362500     0.00000000      29.83624835     -2.88987234     0.51150498      0.83992638      0.10905909      -0.00669154     -0.01206466     0.07360796     
