time	theta	phi	psi	alpha	beta	CD	CL	Cy	Cmx	Cmy	Cmz
0.76000000      29.99636125     -1.56557750     0.00532750      29.98720910     -0.77801696     nan             nan             nan             nan             nan             nan            
0.76100000      29.99636125     -1.74550063     0.00532750      29.98497051     -0.86794075     nan             nan             nan             nan             nan             nan            
0.76200000      29.99636125     -1.92560125     0.00532750      29.98248466     -0.95794681     nan             nan             nan             nan             nan             nan            
0.76300000      29.99636125     -2.10558187     0.00532750      29.97975552     -1.04788582     nan             nan             nan             nan             nan             nan            
0.76400000      29.99636125     -2.28563750     0.00532750      29.97678022     -1.13785453     nan             nan             nan             nan             nan             nan            
0.76500000      29.99636125     -2.46573187     0.00532750      29.97355910     -1.22783418     nan             nan             nan             nan             nan             nan            
0.76600000      29.99638812     -2.64593125     0.00532750      29.97011754     -1.31785824     nan             nan             nan             nan             nan             nan            
0.76700000      29.99604813     -2.82708750     0.00616000      29.96607428     -1.40761460     nan             nan             nan             nan             nan             nan            
0.76800000      29.99625750     -3.09707313     0.00632625      29.96026730     -1.54232282     nan             nan             nan             nan             nan             nan            
0.76900000      29.99639562     -3.37209750     0.00616000      29.95369640     -1.67980691     nan             nan             nan             nan             nan             nan            
0.77000000      29.99639562     -3.55868312     0.00616000      29.94882371     -1.77296229     nan             nan             nan             nan             nan             nan            
0.77100000      29.99639562     -3.74567438     0.00616000      29.94367623     -1.86630602     nan             nan             nan             nan             nan             nan            
0.77200000      29.99639562     -3.93216625     0.00616000      29.93827904     -1.95938560     nan             nan             nan             nan             nan             nan            
0.77300000      29.99639562     -4.11873875     0.00616000      29.93261621     -2.05248981     nan             nan             nan             nan             nan             nan            
0.77400000      29.99639562     -4.30533000     0.00616000      29.92668939     -2.14558703     nan             nan             nan             nan             nan             nan            
0.77500000      29.99639562     -4.49206375     0.00616000      29.92049427     -2.23873822     nan             nan             nan             nan             nan             nan            
0.77600000      29.99639562     -4.67877937     0.00616000      29.91403588     -2.33186250     nan             nan             nan             nan             nan             nan            
0.77700000      29.99639562     -4.86529063     0.00616000      29.90732111     -2.42486627     nan             nan             nan             nan             nan             nan            
0.77800000      29.99639562     -5.05193250     0.00616000      29.90033800     -2.51791583     nan             nan             nan             nan             nan             nan            
0.77900000      29.99639562     -5.23860562     0.00616000      29.89308991     -2.61096088     nan             nan             nan             nan             nan             nan            
0.78000000      29.99639562     -5.42534563     0.00616000      29.88557520     -2.70401840     nan             nan             nan             nan             nan             nan            
0.78100000      29.99647000     -5.61216313     0.00532750      29.87780605     -2.79781762     nan             nan             nan             nan             nan             nan            
0.78200000      29.99569813     -5.79858000     0.00599375      29.86905584     -2.89002782     nan             nan             nan             nan             nan             nan            
0.78300000      29.99545625     -5.98009937     0.00616000      29.86075640     -2.98025171     nan             nan             nan             nan             nan             nan            
0.78400000      29.99556250     -6.15955813     0.00616000      29.85263771     -3.06960190     nan             nan             nan             nan             nan             nan            
0.78500000      29.99556250     -6.33908875     0.00616000      29.84416556     -3.15895558     nan             nan             nan             nan             nan             nan            
0.78600000      29.99556250     -6.51881813     0.00616000      29.83543932     -3.24838478     nan             nan             nan             nan             nan             nan            
0.78700000      29.99556250     -6.69866813     0.00616000      29.82646210     -3.33784989     nan             nan             nan             nan             nan             nan            
0.78800000      29.99556250     -6.87827250     0.00616000      29.81725239     -3.42716809     nan             nan             nan             nan             nan             nan            
0.78900000      29.99556250     -7.05790000     0.00616000      29.80779682     -3.51647241     nan             nan             nan             nan             nan             nan            
0.79000000      29.99556250     -7.23769187     0.00616000      29.79808752     -3.60583236     nan             nan             nan             nan             nan             nan            
0.79100000      29.99556250     -7.41763187     0.00616000      29.78812470     -3.69523912     nan             nan             nan             nan             nan             nan            
0.79200000      29.99556250     -7.59721625     0.00616000      29.77793661     -3.78444177     nan             nan             nan             nan             nan             nan            
0.79300000      29.99556250     -7.77694625     0.00616000      29.76749520     -3.87368868     nan             nan             nan             nan             nan             nan            
0.79400000      29.99556250     -7.95645063     0.00616000      29.75682216     -3.96279484     nan             nan             nan             nan             nan             nan            
0.79500000      29.99556250     -8.13623813     0.00616000      29.74588706     -4.05201211     nan             nan             nan             nan             nan             nan            
0.79600000      29.99556250     -8.31605875     0.00616000      29.73470442     -4.14121568     nan             nan             nan             nan             nan             nan            
0.79700000      29.99649687     -8.49585438     0.00516125      29.72409563     -4.23135380     nan             nan             nan             nan             nan             nan            
0.79800000      29.99687125     -8.67306188     0.00549437      29.71300072     -4.31896515     nan             nan             nan             nan             nan             nan            
0.79900000      29.99722188     -8.84483875     0.00532812      29.70195039     -4.40428212     nan             nan             nan             nan             nan             nan            
0.80000000      29.99722188     -9.01381250     0.00532812      29.69053727     -4.48799205     nan             nan             nan             nan             nan             nan            
0.80100000      29.99722188     -9.18275375     0.00532812      29.67890933     -4.57165637     nan             nan             nan             nan             nan             nan            
0.80200000      29.99722188     -9.35162750     0.00532812      29.66706914     -4.65525722     nan             nan             nan             nan             nan             nan            
0.80300000      29.99722188     -9.52063187     0.00532812      29.65500264     -4.73889210     nan             nan             nan             nan             nan             nan            
0.80400000      29.99722188     -9.68957688     0.00532812      29.64272320     -4.82246640     nan             nan             nan             nan             nan             nan            
0.80500000      29.99722188     -9.85857250     0.00532812      29.63022280     -4.90603398     nan             nan             nan             nan             nan             nan            
0.80600000      29.99722188     -10.02748938    0.00532812      29.61751100     -4.98953032     nan             nan             nan             nan             nan             nan            
0.80700000      29.99722188     -10.19647688    0.00532812      29.60457653     -5.07302868     nan             nan             nan             nan             nan             nan            
0.80800000      29.99722188     -10.36536812    0.00532812      29.59143217     -5.15644607     nan             nan             nan             nan             nan             nan            
0.80900000      29.99722188     -10.62016875    0.00532812      29.57119055     -5.28223066     nan             nan             nan             nan             nan             nan            
0.81000000      29.99722188     -10.87228875    0.00532812      29.55067499     -5.40661393     nan             nan             nan             nan             nan             nan            
0.81100000      29.99722188     -11.04125750    0.00532812      29.53665448     -5.48993022     nan             nan             nan             nan             nan             nan            
0.81200000      29.99735688     -11.21061812    0.00532812      29.52251670     -5.57342621     nan             nan             nan             nan             nan             nan            
0.81300000      29.99752188     -11.37933063    0.00599437      29.50834525     -5.65600338     nan             nan             nan             nan             nan             nan            
0.81400000      29.99730563     -11.54666750    0.00632688      29.49365193     -5.73808555     nan             nan             nan             nan             nan             nan            
0.81500000      29.99714313     -11.71371063    0.00632688      29.47877463     -5.82027806     nan             nan             nan             nan             nan             nan            
0.81600000      29.99714313     -11.88138312    0.00632688      29.46378852     -5.90277083     nan             nan             nan             nan             nan             nan            
0.81700000      29.99714313     -12.04909062    0.00632688      29.44858459     -5.98524236     nan             nan             nan             nan             nan             nan            
0.81800000      29.99714313     -12.21687937    0.00632688      29.43315836     -6.06771479     nan             nan             nan             nan             nan             nan            
0.81900000      29.99714313     -12.38467813    0.00632688      29.41751614     -6.15015251     nan             nan             nan             nan             nan             nan            
0.82000000      29.99714313     -12.55231687    0.00632688      29.40167401     -6.23247150     nan             nan             nan             nan             nan             nan            
0.82100000      29.99714313     -12.72044250    0.00632688      29.38557015     -6.31498874     nan             nan             nan             nan             nan             nan            
0.82200000      29.99714313     -12.88776500    0.00632688      29.36932867     -6.39707065     nan             nan             nan             nan             nan             nan            
0.82300000      29.99714313     -13.05545062    0.00632688      29.35283715     -6.47928895     nan             nan             nan             nan             nan             nan            
0.82400000      29.99714313     -13.22311063    0.00632688      29.33613311     -6.56145236     nan             nan             nan             nan             nan             nan            
0.82500000      29.99714313     -13.39084250    0.00632688      29.31920668     -6.64360807     nan             nan             nan             nan             nan             nan            
0.82600000      29.99714313     -13.55854875    0.00632688      29.30206756     -6.72570776     nan             nan             nan             nan             nan             nan            
0.82700000      29.99714313     -13.72629125    0.00632688      29.28470933     -6.80778116     nan             nan             nan             nan             nan             nan            
0.82800000      29.99663437     -13.89419375    0.00632750      29.26661778     -6.88978105     nan             nan             nan             nan             nan             nan            
0.82900000      29.99598813     -14.06062688    0.00516250      29.24811641     -6.97197261     nan             nan             nan             nan             nan             nan            
0.83000000      29.99547500     -14.22061125    0.00532875      29.23047445     -7.04986825     nan             nan             nan             nan             nan             nan            
0.83100000      29.99547500     -14.37892687    0.00532875      29.21329288     -7.12715687     nan             nan             nan             nan             nan             nan            
0.83200000      29.99547500     -14.53717750    0.00532875      29.19592630     -7.20437212     nan             nan             nan             nan             nan             nan            
0.83300000      29.99547500     -14.69551438    0.00532875      29.17835803     -7.28158731     nan             nan             nan             nan             nan             nan            
0.83400000      29.99547500     -14.85391687    0.00532875      29.16059002     -7.35879186     nan             nan             nan             nan             nan             nan            
0.83500000      29.99547500     -15.01236000    0.00532875      29.14262483     -7.43597306     nan             nan             nan             nan             nan             nan            
0.83600000      29.99547500     -15.17058125    0.00532875      29.12449248     -7.51300266     nan             nan             nan             nan             nan             nan            
0.83700000      29.99547500     -15.32893437    0.00532875      29.10615256     -7.59005242     nan             nan             nan             nan             nan             nan            
0.83800000      29.99547500     -15.48727625    0.00532875      29.08762134     -7.66705220     nan             nan             nan             nan             nan             nan            
0.83900000      29.99547500     -15.64562187    0.00532875      29.06889704     -7.74400881     nan             nan             nan             nan             nan             nan            
0.84000000      29.99547500     -15.80388875    0.00532875      29.04998949     -7.82088172     nan             nan             nan             nan             nan             nan            
0.84100000      29.99547500     -15.96225625    0.00532875      29.03087715     -7.89775758     nan             nan             nan             nan             nan             nan            
0.84200000      29.99547500     -16.12057937    0.00532875      29.01157737     -7.97456549     nan             nan             nan             nan             nan             nan            
0.84300000      29.99547500     -16.27907187    0.00532875      28.99206379     -8.05140862     nan             nan             nan             nan             nan             nan            
0.84400000      29.99598125     -16.43729625    0.00566188      28.97295803     -8.12792025     nan             nan             nan             nan             nan             nan            
0.84500000      29.99590250     -16.59320687    0.00616063      28.95341635     -8.20298167     nan             nan             nan             nan             nan             nan            
0.84600000      29.99625125     -16.74291500    0.00665938      28.93489728     -8.27510343     nan             nan             nan             nan             nan             nan            
0.84700000      29.99625125     -16.88868438    0.00665938      28.91626116     -8.34560820     nan             nan             nan             nan             nan             nan            
0.84800000      29.99625125     -17.03449500    0.00665938      28.89745598     -8.41609121     nan             nan             nan             nan             nan             nan            
0.84900000      29.99625125     -17.18035875    0.00665938      28.87847999     -8.48655780     nan             nan             nan             nan             nan             nan            
0.85000000      29.99625125     -17.32621750    0.00665938      28.85934063     -8.55697950     nan             nan             nan             nan             nan             nan            
0.85100000      29.99625125     -17.54504813    0.00665938      28.83031827     -8.66255207     nan             nan             nan             nan             nan             nan            
0.85200000      29.99625125     -17.76387375    0.00665938      28.80092712     -8.76802450     nan             nan             nan             nan             nan             nan            
0.85300000      29.99625125     -17.90974375    0.00665938      28.78112956     -8.83827792     nan             nan             nan             nan             nan             nan            
0.85400000      29.99625125     -18.05562812    0.00665938      28.76116574     -8.90849390     nan             nan             nan             nan             nan             nan            
0.85500000      29.99625125     -18.20144688    0.00665938      28.74104663     -8.97863358     nan             nan             nan             nan             nan             nan            
0.85600000      29.99625125     -18.34731062    0.00665938      28.72075696     -9.04874980     nan             nan             nan             nan             nan             nan            
0.85700000      29.99625125     -18.49337687    0.00665938      28.70027436     -9.11891779     nan             nan             nan             nan             nan             nan            
0.85800000      29.99625125     -18.63928750    0.00665938      28.67964890     -9.18896511     nan             nan             nan             nan             nan             nan            
0.85900000      29.99574375     -18.78520000    0.00616062      28.65824161     -9.25923797     nan             nan             nan             nan             nan             nan            
0.86000000      29.99564063     -18.92913125    0.00582812      28.63738818     -9.32848903     nan             nan             nan             nan             nan             nan            
0.86100000      29.99590750     -19.06484375    0.00616125      28.61809395     -9.39331099     nan             nan             nan             nan             nan             nan            
0.86200000      29.99590750     -19.19761688    0.00616125      28.59874457     -9.45688556     nan             nan             nan             nan             nan             nan            
0.86300000      29.99590750     -19.33053625    0.00616125      28.57923716     -9.52049058     nan             nan             nan             nan             nan             nan            
0.86400000      29.99590750     -19.46327437    0.00616125      28.55961981     -9.58396907     nan             nan             nan             nan             nan             nan            
0.86500000      29.99590750     -19.59615813    0.00616125      28.53984422     -9.64747708     nan             nan             nan             nan             nan             nan            
0.86600000      29.99590750     -19.72904875    0.00616125      28.51993077     -9.71094794     nan             nan             nan             nan             nan             nan            
0.86700000      29.99590750     -19.86195062    0.00616125      28.49987874     -9.77438344     nan             nan             nan             nan             nan             nan            
0.86800000      29.99590750     -19.99482063    0.00616125      28.47969462     -9.83776274     nan             nan             nan             nan             nan             nan            
0.86900000      29.99590750     -20.12761187    0.00616125      28.45938567     -9.90106322     nan             nan             nan             nan             nan             nan            
0.87000000      29.99590750     -20.26045188    0.00616125      28.43893239     -9.96434540     nan             nan             nan             nan             nan             nan            
0.87100000      29.99590750     -20.39332250    0.00616125      28.41833742     -10.02760031    nan             nan             nan             nan             nan             nan            
0.87200000      29.99590750     -20.52611063    0.00616125      28.39761833     -10.09077384    nan             nan             nan             nan             nan             nan            
0.87300000      29.99590750     -20.65896563    0.00616125      28.37675179     -10.15393678    nan             nan             nan             nan             nan             nan            
0.87400000      29.99590750     -20.79191125    0.00616125      28.35573381     -10.21710005    nan             nan             nan             nan             nan             nan            
0.87500000      29.99588125     -20.92494125    0.00566188      28.33440152     -10.28066261    nan             nan             nan             nan             nan             nan            
0.87600000      29.99636187     -21.05665375    0.00532875      28.31367674     -10.34357999    nan             nan             nan             nan             nan             nan            
0.87700000      29.99606562     -21.18199562    0.00549500      28.29323663     -10.40277923    nan             nan             nan             nan             nan             nan            
0.87800000      29.99606562     -21.30140500    0.00549500      28.27387840     -10.45935965    nan             nan             nan             nan             nan             nan            
0.87900000      29.99606562     -21.42098437    0.00549500      28.25438148     -10.51598491    nan             nan             nan             nan             nan             nan            
0.88000000      29.99606562     -21.54045688    0.00549500      28.23479090     -10.57252367    nan             nan             nan             nan             nan             nan            
0.88100000      29.99606562     -21.66002125    0.00549500      28.21507405     -10.62906977    nan             nan             nan             nan             nan             nan            
0.88200000      29.99606562     -21.77958500    0.00549500      28.19524604     -10.68557922    nan             nan             nan             nan             nan             nan            
0.88300000      29.99606562     -21.89910250    0.00549500      28.17531447     -10.74203026    nan             nan             nan             nan             nan             nan            
0.88400000      29.99606562     -22.01856125    0.00549500      28.15528154     -10.79841683    nan             nan             nan             nan             nan             nan            
0.88500000      29.99606562     -22.13809500    0.00549500      28.13512477     -10.85480183    nan             nan             nan             nan             nan             nan            
0.88600000      29.99606562     -22.25761875    0.00549500      28.11485837     -10.91114494    nan             nan             nan             nan             nan             nan            
0.88700000      29.99606562     -22.37716500    0.00549500      28.09447680     -10.96746125    nan             nan             nan             nan             nan             nan            
0.88800000      29.99606562     -22.49659000    0.00549500      28.07400466     -11.02368288    nan             nan             nan             nan             nan             nan            
0.88900000      29.99606562     -22.61618437    0.00549500      28.05339203     -11.07994642    nan             nan             nan             nan             nan             nan            
0.89000000      29.99606562     -22.73574438    0.00549500      28.03267383     -11.13615573    nan             nan             nan             nan             nan             nan            
0.89100000      29.99563438     -22.85533437    0.00549500      28.01142592     -11.19219296    nan             nan             nan             nan             nan             nan            
0.89200000      29.99568875     -22.97399500    0.00549563      27.99069501     -11.24792089    nan             nan             nan             nan             nan             nan            
0.89300000      29.99539563     -23.15000125    0.00566188      27.95943611     -11.33024673    nan             nan             nan             nan             nan             nan            
0.89400000      29.99539563     -23.31528563    0.00566188      27.93007714     -11.40770234    nan             nan             nan             nan             nan             nan            
0.89500000      29.99539563     -23.42792187    0.00566188      27.90994764     -11.46044298    nan             nan             nan             nan             nan             nan            
0.89600000      29.99539563     -23.54064250    0.00566188      27.88970384     -11.51318803    nan             nan             nan             nan             nan             nan            
0.89700000      29.99539563     -23.65331000    0.00566188      27.86937036     -11.56587296    nan             nan             nan             nan             nan             nan            
0.89800000      29.99539563     -23.76589125    0.00566188      27.84895333     -11.61848217    nan             nan             nan             nan             nan             nan            
0.89900000      29.99539563     -23.87851562    0.00566188      27.82842933     -11.67107595    nan             nan             nan             nan             nan             nan            
0.90000000      29.99539563     -23.99118813    0.00566188      27.80779730     -11.72365642    nan             nan             nan             nan             nan             nan            
0.90100000      29.99539563     -24.10383438    0.00566188      27.78707081     -11.77618868    nan             nan             nan             nan             nan             nan            
0.90200000      29.99539563     -24.21643875    0.00566188      27.76625280     -11.82866529    nan             nan             nan             nan             nan             nan            
0.90300000      29.99539563     -24.32906625    0.00566188      27.74533126     -11.88111638    nan             nan             nan             nan             nan             nan            
0.90400000      29.99539563     -24.44181875    0.00566188      27.72428703     -11.93358914    nan             nan             nan             nan             nan             nan            
0.90500000      29.99539563     -24.55460312    0.00566188      27.70313728     -11.98603997    nan             nan             nan             nan             nan             nan            
0.90600000      29.99534562     -24.66707875    0.00566188      27.68189872     -12.03829194    nan             nan             nan             nan             nan             nan            
0.90700000      29.99641812     -24.77051250    0.00549563      27.66328758     -12.08685947    nan             nan             nan             nan             nan             nan            
0.90800000      29.99662813     -24.86874313    0.00566188      27.64487324     -12.13239592    nan             nan             nan             nan             nan             nan            
0.90900000      29.99646562     -24.96483750    0.00566188      27.62638346     -12.17690836    nan             nan             nan             nan             nan             nan            
0.91000000      29.99646562     -25.06035312    0.00566188      27.60808663     -12.22118584    nan             nan             nan             nan             nan             nan            
0.91100000      29.99646562     -25.15594625    0.00566188      27.58970335     -12.26547213    nan             nan             nan             nan             nan             nan            
0.91200000      29.99646562     -25.25162938    0.00566188      27.57123100     -12.30977284    nan             nan             nan             nan             nan             nan            
0.91300000      29.99646562     -25.34780875    0.00566188      27.55259048     -12.35427570    nan             nan             nan             nan             nan             nan            
0.91400000      29.99646562     -25.44290813    0.00566188      27.53408794     -12.39825150    nan             nan             nan             nan             nan             nan            
0.91500000      29.99646562     -25.53846937    0.00566188      27.51542405     -12.44241341    nan             nan             nan             nan             nan             nan            
0.91600000      29.99646562     -25.63403500    0.00566188      27.49668765     -12.48654967    nan             nan             nan             nan             nan             nan            
0.91700000      29.99646562     -25.72993125    0.00566188      27.47781436     -12.53081071    nan             nan             nan             nan             nan             nan            
0.91800000      29.99646562     -25.82524062    0.00566188      27.45898505     -12.57477306    nan             nan             nan             nan             nan             nan            
0.91900000      29.99646562     -25.92079500    0.00566188      27.44003574     -12.61882046    nan             nan             nan             nan             nan             nan            
0.92000000      29.99646562     -26.01637063    0.00566188      27.42101048     -12.66284955    nan             nan             nan             nan             nan             nan            
0.92100000      29.99646562     -26.11204937    0.00566188      27.40189282     -12.70689787    nan             nan             nan             nan             nan             nan            
0.92200000      29.99643875     -26.20768750    0.00566188      27.38268606     -12.75088858    nan             nan             nan             nan             nan             nan            
0.92300000      29.99604125     -26.30096938    0.00566188      27.36353326     -12.79362185    nan             nan             nan             nan             nan             nan            
0.92400000      29.99601562     -26.38180000    0.00582812      27.34724068     -12.83062177    nan             nan             nan             nan             nan             nan            
0.92500000      29.99601562     -26.45180875    0.00582812      27.33305849     -12.86277484    nan             nan             nan             nan             nan             nan            
0.92600000      29.99601562     -26.52186062    0.00582812      27.31882900     -12.89493229    nan             nan             nan             nan             nan             nan            
0.92700000      29.99601562     -26.59191625    0.00582812      27.30456016     -12.92707598    nan             nan             nan             nan             nan             nan            
0.92800000      29.99601562     -26.66201188    0.00582812      27.29024455     -12.95922249    nan             nan             nan             nan             nan             nan            
0.92900000      29.99601562     -26.73205563    0.00582812      27.27590093     -12.99132964    nan             nan             nan             nan             nan             nan            
0.93000000      29.99601562     -26.80213000    0.00582812      27.26151243     -13.02343521    nan             nan             nan             nan             nan             nan            
0.93100000      29.99601562     -26.87215375    0.00582812      27.24709573     -13.05550193    nan             nan             nan             nan             nan             nan            
0.93200000      29.99601562     -26.94215188    0.00582812      27.23264575     -13.08754125    nan             nan             nan             nan             nan             nan            
0.93300000      29.99601562     -27.01217562    0.00582812      27.21815190     -13.11957657    nan             nan             nan             nan             nan             nan            
0.93400000      29.99601562     -27.11917938    0.00582812      27.19592921     -13.16849947    nan             nan             nan             nan             nan             nan            
0.93500000      29.99601562     -27.22235625    0.00582812      27.17441594     -13.21563767    nan             nan             nan             nan             nan             nan            
0.93600000      29.99601562     -27.29239063    0.00582812      27.15976542     -13.24761445    nan             nan             nan             nan             nan             nan            
0.93700000      29.99577375     -27.36251813    0.00582875      27.14483017     -13.27951835    nan             nan             nan             nan             nan             nan            
0.93800000      29.99565875     -27.43160187    0.00599500      27.13025548     -13.31085094    nan             nan             nan             nan             nan             nan            
0.93900000      29.99590500     -27.50006812    0.00616125      27.11611241     -13.34203486    nan             nan             nan             nan             nan             nan            
0.94000000      29.99590500     -27.56817000    0.00616125      27.10171806     -13.37306776    nan             nan             nan             nan             nan             nan            
0.94100000      29.99590500     -27.63702000    0.00616125      27.08712844     -13.40442606    nan             nan             nan             nan             nan             nan            
0.94200000      29.99590500     -27.70586813    0.00616125      27.07250187     -13.43576789    nan             nan             nan             nan             nan             nan            
0.94300000      29.99590500     -27.77475187    0.00616125      27.05783035     -13.46711024    nan             nan             nan             nan             nan             nan            
0.94400000      29.99590500     -27.84365437    0.00616125      27.04311742     -13.49844540    nan             nan             nan             nan             nan             nan            
0.94500000      29.99590500     -27.91248687    0.00616125      27.02838208     -13.52973296    nan             nan             nan             nan             nan             nan            
0.94600000      29.99590500     -27.98137750    0.00616125      27.01359689     -13.56103114    nan             nan             nan             nan             nan             nan            
0.94700000      29.99590500     -28.05019937    0.00616125      26.99878910     -13.59228225    nan             nan             nan             nan             nan             nan            
0.94800000      29.99590500     -28.11905563    0.00616125      26.98393654     -13.62353309    nan             nan             nan             nan             nan             nan            
0.94900000      29.99590500     -28.18790750    0.00616125      26.96904753     -13.65476601    nan             nan             nan             nan             nan             nan            
0.95000000      29.99590500     -28.25675938    0.00616125      26.95412113     -13.68598297    nan             nan             nan             nan             nan             nan            
0.95100000      29.99590500     -28.32563375    0.00616125      26.93915245     -13.71719412    nan             nan             nan             nan             nan             nan            
0.95200000      29.99590500     -28.39451062    0.00616125      26.92414579     -13.74839034    nan             nan             nan             nan             nan             nan            
0.95300000      29.99598938     -28.46345750    0.00599500      26.90910202     -13.77976832    nan             nan             nan             nan             nan             nan            
0.95400000      29.99582500     -28.52901000    0.00632750      26.89472225     -13.80909796    nan             nan             nan             nan             nan             nan            
0.95500000      29.99630812     -28.58551938    0.00649375      26.88283566     -13.83473067    nan             nan             nan             nan             nan             nan            
0.95600000      29.99631062     -28.63745375    0.00649375      26.87141979     -13.85821016    nan             nan             nan             nan             nan             nan            
0.95700000      29.99631062     -28.68818563    0.00649375      26.86024542     -13.88113604    nan             nan             nan             nan             nan             nan            
0.95800000      29.99631062     -28.73893938    0.00649375      26.84904590     -13.90406296    nan             nan             nan             nan             nan             nan            
0.95900000      29.99631062     -28.78972875    0.00649375      26.83781817     -13.92699711    nan             nan             nan             nan             nan             nan            
0.96000000      29.99631062     -28.84053875    0.00649375      26.82656549     -13.94993168    nan             nan             nan             nan             nan             nan            
0.96100000      29.99631062     -28.89134062    0.00649375      26.81529423     -13.97285367    nan             nan             nan             nan             nan             nan            
0.96200000      29.99631062     -28.94216313    0.00649375      26.80399800     -13.99577603    nan             nan             nan             nan             nan             nan            
0.96300000      29.99631062     -28.99295750    0.00649375      26.79268765     -14.01867676    nan             nan             nan             nan             nan             nan            
0.96400000      29.99631062     -29.04372188    0.00649375      26.78136361     -14.04155502    nan             nan             nan             nan             nan             nan            
0.96500000      29.99631062     -29.09444625    0.00649375      26.77002816     -14.06440629    nan             nan             nan             nan             nan             nan            
0.96600000      29.99631062     -29.14524500    0.00649375      26.75865573     -14.08728209    nan             nan             nan             nan             nan             nan            
0.96700000      29.99631062     -29.19603062    0.00649375      26.74726585     -14.11014296    nan             nan             nan             nan             nan             nan            
0.96800000      29.99631062     -29.24684812    0.00649375      26.73584843     -14.13300915    nan             nan             nan             nan             nan             nan            
0.96900000      29.99641688     -29.29764062    0.00582875      26.72425515     -14.15641949    nan             nan             nan             nan             nan             nan            
0.97000000      29.99630750     -29.33876375    0.00582812      26.71488229     -14.17486208    nan             nan             nan             nan             nan             nan            
0.97100000      29.99598437     -29.36469687    0.00599437      26.70879429     -14.18624817    nan             nan             nan             nan             nan             nan            
0.97200000      29.99636187     -29.38049250    0.00616062      26.70564155     -14.19338322    nan             nan             nan             nan             nan             nan            
0.97300000      29.99636187     -29.39367250    0.00616062      26.70266301     -14.19930610    nan             nan             nan             nan             nan             nan            
0.97400000      29.99636187     -29.40422563    0.00616062      26.70027713     -14.20404806    nan             nan             nan             nan             nan             nan            
0.97500000      29.99636187     -29.41478500    0.00616062      26.69788896     -14.20879244    nan             nan             nan             nan             nan             nan            
0.97600000      29.99636187     -29.43242563    0.00616062      26.69389729     -14.21671758    nan             nan             nan             nan             nan             nan            
0.97700000      29.99636187     -29.44645000    0.00616062      26.69072213     -14.22301731    nan             nan             nan             nan             nan             nan            
0.97800000      29.99636187     -29.45702250    0.00616062      26.68832746     -14.22776601    nan             nan             nan             nan             nan             nan            
0.97900000      29.99636187     -29.46756562    0.00616062      26.68593857     -14.23250112    nan             nan             nan             nan             nan             nan            
0.98000000      29.99636187     -29.47812000    0.00616062      26.68354624     -14.23724089    nan             nan             nan             nan             nan             nan            
0.98100000      29.99636187     -29.48867500    0.00616062      26.68115289     -14.24198055    nan             nan             nan             nan             nan             nan            
0.98200000      29.99636187     -29.49923625    0.00616062      26.67875725     -14.24672262    nan             nan             nan             nan             nan             nan            
0.98300000      29.99636187     -29.50979500    0.00616062      26.67636129     -14.25146317    nan             nan             nan             nan             nan             nan            
0.98400000      29.99646812     -29.52036125    0.00616000      26.67406092     -14.25625397    nan             nan             nan             nan             nan             nan            
0.98500000      29.99620813     -29.53058438    0.00566125      26.67130226     -14.26111635    nan             nan             nan             nan             nan             nan            
0.98600000      29.99663500     -29.53968312    0.00516187      26.66943412     -14.26577670    nan             nan             nan             nan             nan             nan            
0.98700000      29.99663500     -29.54863125    0.00516187      26.66740070     -14.26979286    nan             nan             nan             nan             nan             nan            
0.98800000      29.99663500     -29.55756937    0.00516187      26.66536891     -14.27380424    nan             nan             nan             nan             nan             nan            
0.98900000      29.99663500     -29.56651125    0.00516187      26.66333565     -14.27781702    nan             nan             nan             nan             nan             nan            
0.99000000      29.99663500     -29.57546125    0.00516187      26.66129990     -14.28183317    nan             nan             nan             nan             nan             nan            
0.99100000      29.99663500     -29.58441750    0.00516187      26.65926210     -14.28585184    nan             nan             nan             nan             nan             nan            
0.99200000      29.99663500     -29.59336500    0.00516187      26.65722566     -14.28986629    nan             nan             nan             nan             nan             nan            
0.99300000      29.99663500     -29.60230375    0.00516187      26.65519057     -14.29387654    nan             nan             nan             nan             nan             nan            
0.99400000      29.99663500     -29.61125000    0.00516187      26.65315315     -14.29788986    nan             nan             nan             nan             nan             nan            
