time	theta	phi	psi	alpha	beta	CD	CL	Cy	Cmx	Cmy	Cmz
0.00100000      29.99641938     -29.67469688    0.00566125      26.63868354     -14.32586098    nan             nan             nan             nan             nan             nan            
0.00200000      29.99646938     -29.67466437    0.00616062      26.63893478     -14.32548071    nan             nan             nan             nan             nan             nan            
0.00300000      29.99660250     -29.67105250    0.00632750      26.63994840     -14.32379055    nan             nan             nan             nan             nan             nan            
0.00400000      29.99660250     -29.66556188    0.00632750      26.64120142     -14.32132860    nan             nan             nan             nan             nan             nan            
0.00500000      29.99660250     -29.66006875    0.00632750      26.64245478     -14.31886542    nan             nan             nan             nan             nan             nan            
0.00600000      29.99660250     -29.65457375    0.00632750      26.64370832     -14.31640129    nan             nan             nan             nan             nan             nan            
0.00700000      29.99660250     -29.64907500    0.00632750      26.64496248     -14.31393537    nan             nan             nan             nan             nan             nan            
0.00800000      29.99660250     -29.64358250    0.00632750      26.64621497     -14.31147215    nan             nan             nan             nan             nan             nan            
0.00900000      29.99660250     -29.63809000    0.00632750      26.64746723     -14.30900882    nan             nan             nan             nan             nan             nan            
0.01000000      29.99660250     -29.63259250    0.00632750      26.64872039     -14.30654313    nan             nan             nan             nan             nan             nan            
0.01100000      29.99660250     -29.62709500    0.00632750      26.64997330     -14.30407735    nan             nan             nan             nan             nan             nan            
0.01200000      29.99660250     -29.62159625    0.00632750      26.65122627     -14.30161089    nan             nan             nan             nan             nan             nan            
0.01300000      29.99660250     -29.61610687    0.00632750      26.65247686     -14.29914853    nan             nan             nan             nan             nan             nan            
0.01400000      29.99660250     -29.61061500    0.00632750      26.65372778     -14.29668494    nan             nan             nan             nan             nan             nan            
0.01500000      29.99660250     -29.60511813    0.00632750      26.65497960     -14.29421901    nan             nan             nan             nan             nan             nan            
0.01600000      29.99572188     -29.59962125    0.00616125      26.65535019     -14.29149337    nan             nan             nan             nan             nan             nan            
0.01700000      29.99593875     -29.58785125    0.00582875      26.65809895     -14.28656695    nan             nan             nan             nan             nan             nan            
0.01800000      29.99594063     -29.55856312    0.00566250      26.66469713     -14.27355491    nan             nan             nan             nan             nan             nan            
0.01900000      29.99605125     -29.53059750    0.00566250      26.67115446     -14.26105217    nan             nan             nan             nan             nan             nan            
0.02000000      29.99605125     -29.50739187    0.00566250      26.67642299     -14.25063492    nan             nan             nan             nan             nan             nan            
0.02100000      29.99605125     -29.48417000    0.00566250      26.68169094     -14.24020848    nan             nan             nan             nan             nan             nan            
0.02200000      29.99605125     -29.46091625    0.00566250      26.68696186     -14.22976581    nan             nan             nan             nan             nan             nan            
0.02300000      29.99605125     -29.43772188    0.00566250      26.69221506     -14.21934790    nan             nan             nan             nan             nan             nan            
0.02400000      29.99605125     -29.41452500    0.00566250      26.69746457     -14.20892697    nan             nan             nan             nan             nan             nan            
0.02500000      29.99605125     -29.39130000    0.00566250      26.70271618     -14.19849150    nan             nan             nan             nan             nan             nan            
0.02600000      29.99605125     -29.36812187    0.00566250      26.70795295     -14.18807520    nan             nan             nan             nan             nan             nan            
0.02700000      29.99605125     -29.34487750    0.00566250      26.71320042     -14.17762723    nan             nan             nan             nan             nan             nan            
0.02800000      29.99605125     -29.32170000    0.00566250      26.71842854     -14.16720743    nan             nan             nan             nan             nan             nan            
0.02900000      29.99605125     -29.29849937    0.00566250      26.72365763     -14.15677533    nan             nan             nan             nan             nan             nan            
0.03000000      29.99605125     -29.27528875    0.00566250      26.72888471     -14.14633685    nan             nan             nan             nan             nan             nan            
0.03100000      29.99621125     -29.25204000    0.00599500      26.73439417     -14.13569007    nan             nan             nan             nan             nan             nan            
0.03200000      29.99636500     -29.22834687    0.00582875      26.73979901     -14.12522724    nan             nan             nan             nan             nan             nan            
0.03300000      29.99662688     -29.20216437    0.00649375      26.74618234     -14.11304123    nan             nan             nan             nan             nan             nan            
0.03400000      29.99662688     -29.16919688    0.00649375      26.75358005     -14.09820267    nan             nan             nan             nan             nan             nan            
0.03500000      29.99662688     -29.13627063    0.00649375      26.76095994     -14.08337889    nan             nan             nan             nan             nan             nan            
0.03600000      29.99662688     -29.10333312    0.00649375      26.76833378     -14.06854625    nan             nan             nan             nan             nan             nan            
0.03700000      29.99662688     -29.07036687    0.00649375      26.77570548     -14.05369688    nan             nan             nan             nan             nan             nan            
0.03800000      29.99662688     -29.03738375    0.00649375      26.78307236     -14.03883612    nan             nan             nan             nan             nan             nan            
0.03900000      29.99662688     -29.00444562    0.00649375      26.79042061     -14.02399186    nan             nan             nan             nan             nan             nan            
0.04000000      29.99662688     -28.97147312    0.00649375      26.79776795     -14.00912833    nan             nan             nan             nan             nan             nan            
0.04100000      29.99662688     -28.93852750    0.00649375      26.80510072     -13.99427315    nan             nan             nan             nan             nan             nan            
0.04200000      29.99662688     -28.90557563    0.00649375      26.81242631     -13.97941140    nan             nan             nan             nan             nan             nan            
0.04300000      29.99662688     -28.87255938    0.00649375      26.81975761     -13.96451683    nan             nan             nan             nan             nan             nan            
0.04400000      29.99662688     -28.83965688    0.00649375      26.82705509     -13.94966984    nan             nan             nan             nan             nan             nan            
0.04500000      29.99662688     -28.80651750    0.00649375      26.83439646     -13.93471218    nan             nan             nan             nan             nan             nan            
0.04600000      29.99662688     -28.77372938    0.00649375      26.84165149     -13.91990933    nan             nan             nan             nan             nan             nan            
0.04700000      29.99691500     -28.74071375    0.00649313      26.84921615     -13.90512414    nan             nan             nan             nan             nan             nan            
0.04800000      29.99643625     -28.69436938    0.00582812      26.85874452     -13.88450460    nan             nan             nan             nan             nan             nan            
0.04900000      29.99660438     -28.63237750    0.00582812      26.87255648     -13.85656242    nan             nan             nan             nan             nan             nan            
0.05000000      29.99636500     -28.56400187    0.00582812      26.88735999     -13.82554603    nan             nan             nan             nan             nan             nan            
0.05100000      29.99636500     -28.49325250    0.00582812      26.90286921     -13.79354193    nan             nan             nan             nan             nan             nan            
0.05200000      29.99636500     -28.42251687    0.00582812      26.91833593     -13.76152700    nan             nan             nan             nan             nan             nan            
0.05300000      29.99636500     -28.35168437    0.00582812      26.93378426     -13.72945119    nan             nan             nan             nan             nan             nan            
0.05400000      29.99636500     -28.28100375    0.00582812      26.94916002     -13.69742720    nan             nan             nan             nan             nan             nan            
0.05500000      29.99636500     -28.21016937    0.00582812      26.96452968     -13.66531661    nan             nan             nan             nan             nan             nan            
0.05600000      29.99636500     -28.13940625    0.00582812      26.97984437     -13.63322143    nan             nan             nan             nan             nan             nan            
0.05700000      29.99636500     -28.06867125    0.00582812      26.99511351     -13.60112219    nan             nan             nan             nan             nan             nan            
0.05800000      29.99636500     -27.99796125    0.00582812      27.01033781     -13.56901752    nan             nan             nan             nan             nan             nan            
0.05900000      29.99636500     -27.89335125    0.00582812      27.03278869     -13.52149048    nan             nan             nan             nan             nan             nan            
0.06000000      29.99636500     -27.78574688    0.00582812      27.05579221     -13.47256501    nan             nan             nan             nan             nan             nan            
0.06100000      29.99636500     -27.71494125    0.00582812      27.07087915     -13.44035020    nan             nan             nan             nan             nan             nan            
0.06200000      29.99620500     -27.64415500    0.00582812      27.08577269     -13.40806154    nan             nan             nan             nan             nan             nan            
0.06300000      29.99604375     -27.57046688    0.00582875      27.10123992     -13.37443370    nan             nan             nan             nan             nan             nan            
0.06400000      29.99625312     -27.48914188    0.00632750      27.11880541     -13.33706631    nan             nan             nan             nan             nan             nan            
0.06500000      29.99679062     -27.40549813    0.00632750      27.13693137     -13.29914713    nan             nan             nan             nan             nan             nan            
0.06600000      29.99679062     -27.32133562    0.00632750      27.15460740     -13.26074748    nan             nan             nan             nan             nan             nan            
0.06700000      29.99679062     -27.23718625    0.00632750      27.17222489     -13.22233077    nan             nan             nan             nan             nan             nan            
0.06800000      29.99679062     -27.15299437    0.00632750      27.18979549     -13.18387165    nan             nan             nan             nan             nan             nan            
0.06900000      29.99679062     -27.06877625    0.00632750      27.20731574     -13.14537760    nan             nan             nan             nan             nan             nan            
0.07000000      29.99679062     -26.98469125    0.00632750      27.22475260     -13.10692159    nan             nan             nan             nan             nan             nan            
0.07100000      29.99679062     -26.90028875    0.00632750      27.24219934     -13.06829752    nan             nan             nan             nan             nan             nan            
0.07200000      29.99679062     -26.81638875    0.00632750      27.25948666     -13.02988080    nan             nan             nan             nan             nan             nan            
0.07300000      29.99679062     -26.73223813    0.00632750      27.27676999     -12.99132675    nan             nan             nan             nan             nan             nan            
0.07400000      29.99679062     -26.64808125    0.00632750      27.29399890     -12.95274731    nan             nan             nan             nan             nan             nan            
0.07500000      29.99679062     -26.56393437    0.00632750      27.31117007     -12.91415000    nan             nan             nan             nan             nan             nan            
0.07600000      29.99679062     -26.47977812    0.00632750      27.32828746     -12.87552602    nan             nan             nan             nan             nan             nan            
0.07700000      29.99679062     -26.39557750    0.00632750      27.34535815     -12.83685936    nan             nan             nan             nan             nan             nan            
0.07800000      29.99674063     -26.31139375    0.00699250      27.36255510     -12.79762911    nan             nan             nan             nan             nan             nan            
0.07900000      29.99662937     -26.22823813    0.00632688      27.37896653     -12.75988491    nan             nan             nan             nan             nan             nan            
0.08000000      29.99563875     -26.14407438    0.00616063      27.39487096     -12.72091408    nan             nan             nan             nan             nan             nan            
0.08100000      29.99564125     -26.05405938    0.00599437      27.41282544     -12.67961735    nan             nan             nan             nan             nan             nan            
0.08200000      29.99564125     -25.96278500    0.00599437      27.43102230     -12.63758189    nan             nan             nan             nan             nan             nan            
0.08300000      29.99564125     -25.87148875    0.00599437      27.44915806     -12.59551066    nan             nan             nan             nan             nan             nan            
0.08400000      29.99564125     -25.78023437    0.00599437      27.46722010     -12.55343315    nan             nan             nan             nan             nan             nan            
0.08500000      29.99564125     -25.68890750    0.00599437      27.48523103     -12.51129670    nan             nan             nan             nan             nan             nan            
0.08600000      29.99564125     -25.59770688    0.00599437      27.50315173     -12.46919313    nan             nan             nan             nan             nan             nan            
0.08700000      29.99564125     -25.50640938    0.00599437      27.52102608     -12.42701955    nan             nan             nan             nan             nan             nan            
0.08800000      29.99564125     -25.41512750    0.00599437      27.53883199     -12.38482797    nan             nan             nan             nan             nan             nan            
0.08900000      29.99564125     -25.32389188    0.00599437      27.55656355     -12.34263268    nan             nan             nan             nan             nan             nan            
0.09000000      29.99564125     -25.23260625    0.00599437      27.57423949     -12.30038927    nan             nan             nan             nan             nan             nan            
0.09100000      29.99564125     -25.14131563    0.00599437      27.59185104     -12.25811862    nan             nan             nan             nan             nan             nan            
0.09200000      29.99564125     -25.05008500    0.00599437      27.60938573     -12.21585095    nan             nan             nan             nan             nan             nan            
0.09300000      29.99564125     -24.95878375    0.00599437      27.62686867     -12.17352584    nan             nan             nan             nan             nan             nan            
0.09400000      29.99575000     -24.86742187    0.00649375      27.64456586     -12.13078713    nan             nan             nan             nan             nan             nan            
0.09500000      29.99579937     -24.77182812    0.00632750      27.66272394     -12.08657163    nan             nan             nan             nan             nan             nan            
0.09600000      29.99633437     -24.66918438    0.00649375      27.68271275     -12.03896620    nan             nan             nan             nan             nan             nan            
0.09700000      29.99633437     -24.56127875    0.00649375      27.70304572     -11.98881899    nan             nan             nan             nan             nan             nan            
0.09800000      29.99633437     -24.45333813    0.00649375      27.72329406     -11.93862167    nan             nan             nan             nan             nan             nan            
0.09900000      29.99633437     -24.34546063    0.00649375      27.74343941     -11.88842004    nan             nan             nan             nan             nan             nan            
0.10000000      29.99633437     -24.23761250    0.00649375      27.76348822     -11.83819861    nan             nan             nan             nan             nan             nan            
0.10100000      29.99633437     -24.07801250    0.00649375      27.79299059     -11.76381688    nan             nan             nan             nan             nan             nan            
0.10200000      29.99633437     -23.91395625    0.00649375      27.82310899     -11.68728281    nan             nan             nan             nan             nan             nan            
0.10300000      29.99633437     -23.80602000    0.00649375      27.84280975     -11.63688786    nan             nan             nan             nan             nan             nan            
0.10400000      29.99633437     -23.69809750    0.00649375      27.86241693     -11.58646659    nan             nan             nan             nan             nan             nan            
0.10500000      29.99633437     -23.59007875    0.00649375      27.88195041     -11.53596773    nan             nan             nan             nan             nan             nan            
0.10600000      29.99633437     -23.48230313    0.00649375      27.90134904     -11.48555018    nan             nan             nan             nan             nan             nan            
0.10700000      29.99633437     -23.37419875    0.00649375      27.92071567     -11.43494651    nan             nan             nan             nan             nan             nan            
0.10800000      29.99633437     -23.26640313    0.00649375      27.93993608     -11.38445529    nan             nan             nan             nan             nan             nan            
0.10900000      29.99620063     -23.15847375    0.00632688      27.95891029     -11.33395855    nan             nan             nan             nan             nan             nan            
0.11000000      29.99579813     -23.04538125    0.00599375      27.97839566     -11.28105058    nan             nan             nan             nan             nan             nan            
0.11100000      29.99556375     -22.92486063    0.00566125      27.99924477     -11.22467980    nan             nan             nan             nan             nan             nan            
0.11200000      29.99521625     -22.80033437    0.00582750      28.02072174     -11.16594463    nan             nan             nan             nan             nan             nan            
0.11300000      29.99521188     -22.67276938    0.00582750      28.04288221     -11.10599247    nan             nan             nan             nan             nan             nan            
0.11400000      29.99521188     -22.54436562    0.00582750      28.06506441     -11.04560377    nan             nan             nan             nan             nan             nan            
0.11500000      29.99521188     -22.41573562    0.00582750      28.08715679     -10.98506480    nan             nan             nan             nan             nan             nan            
0.11600000      29.99521188     -22.28717688    0.00582750      28.10910806     -10.92451578    nan             nan             nan             nan             nan             nan            
0.11700000      29.99521188     -22.15859000    0.00582750      28.13093528     -10.86391018    nan             nan             nan             nan             nan             nan            
0.11800000      29.99521188     -22.03002750    0.00582750      28.15262956     -10.80327301    nan             nan             nan             nan             nan             nan            
0.11900000      29.99521188     -21.90147750    0.00582750      28.17419301     -10.74259894    nan             nan             nan             nan             nan             nan            
0.12000000      29.99521188     -21.77291250    0.00582750      28.19563027     -10.68187527    nan             nan             nan             nan             nan             nan            
0.12100000      29.99521188     -21.64426812    0.00582750      28.21695197     -10.62107181    nan             nan             nan             nan             nan             nan            
0.12200000      29.99521188     -21.51581750    0.00582750      28.23811304     -10.56031795    nan             nan             nan             nan             nan             nan            
0.12300000      29.99521188     -21.38716687    0.00582750      28.25917838     -10.49942774    nan             nan             nan             nan             nan             nan            
0.12400000      29.99521188     -21.25865250    0.00582750      28.28009288     -10.43856055    nan             nan             nan             nan             nan             nan            
0.12500000      29.99537687     -21.13000313    0.00599375      28.30110624     -10.37750400    nan             nan             nan             nan             nan             nan            
0.12600000      29.99579875     -21.00148000    0.00666000      28.32235692     -10.31613568    nan             nan             nan             nan             nan             nan            
0.12700000      29.99627938     -20.87242937    0.00682625      28.34347997     -10.25490354    nan             nan             nan             nan             nan             nan            
0.12800000      29.99638563     -20.73963438    0.00666000      28.36461325     -10.19200669    nan             nan             nan             nan             nan             nan            
0.12900000      29.99638563     -20.60573437    0.00666000      28.38572658     -10.12837164    nan             nan             nan             nan             nan             nan            
0.13000000      29.99638563     -20.47185375    0.00666000      28.40669766     -10.06470253    nan             nan             nan             nan             nan             nan            
0.13100000      29.99638563     -20.33787000    0.00666000      28.42754557     -10.00094138    nan             nan             nan             nan             nan             nan            
0.13200000      29.99638563     -20.20392750    0.00666000      28.44824781     -9.93715714     nan             nan             nan             nan             nan             nan            
0.13300000      29.99638563     -20.07008375    0.00666000      28.46879573     -9.87337757     nan             nan             nan             nan             nan             nan            
0.13400000      29.99638563     -19.93618000    0.00666000      28.48921382     -9.80952732     nan             nan             nan             nan             nan             nan            
0.13500000      29.99638563     -19.80226438    0.00666000      28.50949466     -9.74562961     nan             nan             nan             nan             nan             nan            
0.13600000      29.99638563     -19.66839750    0.00666000      28.52962917     -9.68171367     nan             nan             nan             nan             nan             nan            
0.13700000      29.99638563     -19.53453500    0.00666000      28.54962415     -9.61775864     nan             nan             nan             nan             nan             nan            
0.13800000      29.99638563     -19.40061688    0.00666000      28.56948851     -9.55373611     nan             nan             nan             nan             nan             nan            
0.13900000      29.99638563     -19.26671063    0.00666000      28.58921223     -9.48967863     nan             nan             nan             nan             nan             nan            
0.14000000      29.99638563     -19.13271125    0.00666000      28.60881067     -9.42553623     nan             nan             nan             nan             nan             nan            
0.14100000      29.99617375     -18.99876688    0.00666000      28.62805637     -9.36131953     nan             nan             nan             nan             nan             nan            
0.14200000      29.99588062     -18.86045500    0.00616125      28.64758729     -9.29536117     nan             nan             nan             nan             nan             nan            
0.14300000      29.99604500     -18.64962313    0.00616125      28.67785847     -9.19428138     nan             nan             nan             nan             nan             nan            
0.14400000      29.99607187     -18.43019750    0.00582875      28.70877755     -9.08921442     nan             nan             nan             nan             nan             nan            
0.14500000      29.99607187     -18.27987500    0.00582875      28.72978272     -9.01698162     nan             nan             nan             nan             nan             nan            
0.14600000      29.99607187     -18.12946188    0.00582875      28.75062578     -8.94465711     nan             nan             nan             nan             nan             nan            
0.14700000      29.99607187     -17.97908313    0.00582875      28.77128938     -8.87230137     nan             nan             nan             nan             nan             nan            
0.14800000      29.99607187     -17.82873563    0.00582875      28.79177410     -8.79991335     nan             nan             nan             nan             nan             nan            
0.14900000      29.99607187     -17.67839937    0.00582875      28.81208281     -8.72748384     nan             nan             nan             nan             nan             nan            
0.15000000      29.99607187     -17.52810063    0.00582875      28.83221209     -8.65502593     nan             nan             nan             nan             nan             nan            
0.15100000      29.99607187     -17.37781000    0.00582875      28.85216602     -8.58252588     nan             nan             nan             nan             nan             nan            
0.15200000      29.99607187     -17.22748250    0.00582875      28.87195057     -8.50996238     nan             nan             nan             nan             nan             nan            
0.15300000      29.99607187     -17.07709500    0.00582875      28.89156867     -8.43732464     nan             nan             nan             nan             nan             nan            
0.15400000      29.99607187     -16.92676750    0.00582875      28.91100473     -8.36467102     nan             nan             nan             nan             nan             nan            
0.15500000      29.99607187     -16.77650438    0.00582875      28.93025844     -8.29200410     nan             nan             nan             nan             nan             nan            
0.15600000      29.99633625     -16.62576125    0.00582875      28.94965749     -8.21912705     nan             nan             nan             nan             nan             nan            
0.15700000      29.99585875     -16.47351375    0.00599500      28.96838026     -8.14515276     nan             nan             nan             nan             nan             nan            
0.15800000      29.99641812     -16.31736125    0.00599437      28.98838707     -8.06963869     nan             nan             nan             nan             nan             nan            
0.15900000      29.99617375     -16.16051125    0.00616062      29.00754068     -7.99340175     nan             nan             nan             nan             nan             nan            
0.16000000      29.99617375     -16.00368813    0.00616062      29.02670523     -7.91733137     nan             nan             nan             nan             nan             nan            
0.16100000      29.99617375     -15.84682438    0.00616062      29.04568552     -7.84119562     nan             nan             nan             nan             nan             nan            
0.16200000      29.99617375     -15.68996813    0.00616062      29.06447571     -7.76501831     nan             nan             nan             nan             nan             nan            
0.16300000      29.99617375     -15.53305813    0.00616062      29.08308313     -7.68877014     nan             nan             nan             nan             nan             nan            
0.16400000      29.99617375     -15.37627812    0.00616062      29.10148618     -7.61254089     nan             nan             nan             nan             nan             nan            
0.16500000      29.99617375     -15.21942375    0.00616062      29.11970900     -7.53623167     nan             nan             nan             nan             nan             nan            
0.16600000      29.99617375     -15.06242625    0.00616062      29.13775924     -7.45980941     nan             nan             nan             nan             nan             nan            
0.16700000      29.99617375     -14.90567375    0.00616062      29.15559253     -7.38346353     nan             nan             nan             nan             nan             nan            
0.16800000      29.99617375     -14.74872562    0.00616062      29.17325913     -7.30697991     nan             nan             nan             nan             nan             nan            
0.16900000      29.99617375     -14.59192375    0.00616062      29.19072054     -7.23052560     nan             nan             nan             nan             nan             nan            
0.17000000      29.99617375     -14.43497000    0.00616062      29.20800999     -7.15395567     nan             nan             nan             nan             nan             nan            
0.17100000      29.99617375     -14.27829875    0.00616062      29.22507993     -7.07748257     nan             nan             nan             nan             nan             nan            
0.17200000      29.99633625     -14.12127500    0.00632688      29.24219033     -7.00069067     nan             nan             nan             nan             nan             nan            
0.17300000      29.99599438     -13.96330563    0.00599437      29.25862306     -6.92371151     nan             nan             nan             nan             nan             nan            
0.17400000      29.99618250     -13.79961813    0.00599437      29.27604698     -6.84372645     nan             nan             nan             nan             nan             nan            
0.17500000      29.99618250     -13.63383688    0.00582812      29.29326716     -6.76277556     nan             nan             nan             nan             nan             nan            
0.17600000      29.99618250     -13.46739375    0.00582812      29.31037469     -6.68131656     nan             nan             nan             nan             nan             nan            
0.17700000      29.99618250     -13.30087375    0.00582812      29.32727791     -6.59977683     nan             nan             nan             nan             nan             nan            
0.17800000      29.99618250     -13.13423187    0.00582812      29.34398108     -6.51813483     nan             nan             nan             nan             nan             nan            
0.17900000      29.99618250     -12.96774187    0.00582812      29.36045687     -6.43652520     nan             nan             nan             nan             nan             nan            
0.18000000      29.99618250     -12.80120437    0.00582812      29.37672527     -6.35485083     nan             nan             nan             nan             nan             nan            
0.18100000      29.99618250     -12.63466125    0.00582812      29.39278215     -6.27313275     nan             nan             nan             nan             nan             nan            
0.18200000      29.99618250     -12.46816750    0.00582812      29.40862236     -6.19139852     nan             nan             nan             nan             nan             nan            
0.18300000      29.99618250     -12.30165125    0.00582812      29.42425284     -6.10961341     nan             nan             nan             nan             nan             nan            
0.18400000      29.99618250     -12.05248812    0.00582812      29.44724559     -5.98716273     nan             nan             nan             nan             nan             nan            
0.18500000      29.99618250     -11.80207438    0.00582812      29.46987609     -5.86401061     nan             nan             nan             nan             nan             nan            
0.18600000      29.99618250     -11.63548875    0.00582812      29.48466570     -5.78203740     nan             nan             nan             nan             nan             nan            
0.18700000      29.99618437     -11.46886625    0.00566125      29.49922346     -5.70015154     nan             nan             nan             nan             nan             nan            
0.18800000      29.99599875     -11.29992812    0.00582750      29.51363217     -5.61677215     nan             nan             nan             nan             nan             nan            
0.18900000      29.99620687     -11.12986625    0.00582750      29.52828273     -5.53301072     nan             nan             nan             nan             nan             nan            
0.19000000      29.99634000     -10.95919063    0.00566125      29.54266560     -5.44903818     nan             nan             nan             nan             nan             nan            
0.19100000      29.99634000     -10.78768562    0.00566125      29.55678660     -5.36445551     nan             nan             nan             nan             nan             nan            
0.19200000      29.99634000     -10.61605375    0.00566125      29.57069364     -5.27977376     nan             nan             nan             nan             nan             nan            
0.19300000      29.99634000     -10.44464312    0.00566125      29.58435874     -5.19516529     nan             nan             nan             nan             nan             nan            
0.19400000      29.99634000     -10.27312562    0.00566125      29.59780834     -5.11046878     nan             nan             nan             nan             nan             nan            
0.19500000      29.99634000     -10.10172375    0.00566125      29.61102506     -5.02579468     nan             nan             nan             nan             nan             nan            
0.19600000      29.99634000     -9.93018875     0.00566125      29.62402812     -4.94102069     nan             nan             nan             nan             nan             nan            
0.19700000      29.99634000     -9.75866125     0.00566125      29.63680666     -4.85621687     nan             nan             nan             nan             nan             nan            
0.19800000      29.99634000     -9.58719062     0.00566125      29.64935717     -4.77140821     nan             nan             nan             nan             nan             nan            
0.19900000      29.99634000     -9.41569062     0.00566125      29.66168608     -4.68655268     nan             nan             nan             nan             nan             nan            
0.20000000      29.99634000     -9.24404375     0.00566125      29.67380155     -4.60159265     nan             nan             nan             nan             nan             nan            
0.20100000      29.99634000     -9.07269750     0.00566125      29.68567233     -4.51675026     nan             nan             nan             nan             nan             nan            
0.20200000      29.99634000     -8.90117187     0.00566125      29.69733197     -4.43178845     nan             nan             nan             nan             nan             nan            
0.20300000      29.99633625     -8.72949875     0.00582812      29.70879310     -4.34657976     nan             nan             nan             nan             nan             nan            
0.20400000      29.99700813     -8.55553250     0.00566188      29.72081230     -4.26057805     nan             nan             nan             nan             nan             nan            
0.20500000      29.99754438     -8.37965812     0.00616125      29.73266182     -4.17300790     nan             nan             nan             nan             nan             nan            
0.20600000      29.99754625     -8.20159313     0.00616125      29.74382480     -4.08468101     nan             nan             nan             nan             nan             nan            
0.20700000      29.99754625     -8.02176438     0.00616125      29.75485206     -3.99544877     nan             nan             nan             nan             nan             nan            
0.20800000      29.99754625     -7.84239313     0.00616125      29.76560666     -3.90641394     nan             nan             nan             nan             nan             nan            
0.20900000      29.99754625     -7.66295625     0.00616125      29.77612080     -3.81731762     nan             nan             nan             nan             nan             nan            
0.21000000      29.99754625     -7.48325500     0.00616125      29.78640550     -3.72806172     nan             nan             nan             nan             nan             nan            
0.21100000      29.99754625     -7.30363187     0.00616125      29.79644084     -3.63881699     nan             nan             nan             nan             nan             nan            
0.21200000      29.99754625     -7.12409812     0.00616125      29.80622657     -3.54958970     nan             nan             nan             nan             nan             nan            
0.21300000      29.99754625     -6.94445375     0.00616125      29.81577360     -3.46028115     nan             nan             nan             nan             nan             nan            
0.21400000      29.99754625     -6.76497688     0.00616125      29.82506730     -3.37103025     nan             nan             nan             nan             nan             nan            
0.21500000      29.99754625     -6.58503000     0.00616125      29.83414012     -3.28152062     nan             nan             nan             nan             nan             nan            
0.21600000      29.99754625     -6.40572563     0.00616125      29.84293636     -3.19230632     nan             nan             nan             nan             nan             nan            
0.21700000      29.99754625     -6.22615125     0.00616125      29.85150159     -3.10293409     nan             nan             nan             nan             nan             nan            
0.21800000      29.99754625     -6.04661062     0.00616125      29.85982087     -3.01355570     nan             nan             nan             nan             nan             nan            
0.21900000      29.99730687     -5.86675125     0.00632750      29.86768404     -2.92383166     nan             nan             nan             nan             nan             nan            
0.22000000      29.99656250     -5.68765125     0.00599500      29.87472773     -2.83485234     nan             nan             nan             nan             nan             nan            
0.22100000      29.99623563     -5.50827062     0.00649375      29.88201797     -2.74503388     nan             nan             nan             nan             nan             nan            
0.22200000      29.99596437     -5.32811125     0.00649375      29.88911402     -2.65524371     nan             nan             nan             nan             nan             nan            
0.22300000      29.99596437     -5.14735125     0.00649375      29.89625822     -2.56515702     nan             nan             nan             nan             nan             nan            
0.22400000      29.99596437     -4.96684250     0.00649375      29.90314561     -2.47517638     nan             nan             nan             nan             nan             nan            
0.22500000      29.99596437     -4.78604625     0.00649375      29.90979668     -2.38503391     nan             nan             nan             nan             nan             nan            
0.22600000      29.99596437     -4.51548625     0.00649375      29.91928775     -2.25010335     nan             nan             nan             nan             nan             nan            
0.22700000      29.99596437     -4.24404063     0.00649375      29.92825314     -2.11469323     nan             nan             nan             nan             nan             nan            
0.22800000      29.99596437     -4.06337187     0.00649375      29.93391126     -2.02454706     nan             nan             nan             nan             nan             nan            
0.22900000      29.99596437     -3.88272750     0.00649375      29.93932169     -1.93439794     nan             nan             nan             nan             nan             nan            
0.23000000      29.99596437     -3.70208375     0.00649375      29.94448523     -1.84423468     nan             nan             nan             nan             nan             nan            
0.23100000      29.99596437     -3.52137250     0.00649375      29.94940371     -1.75402396     nan             nan             nan             nan             nan             nan            
0.23200000      29.99596437     -3.34053937     0.00649375      29.95407824     -1.66373928     nan             nan             nan             nan             nan             nan            
0.23300000      29.99596437     -3.15987688     0.00649375      29.95850139     -1.57352736     nan             nan             nan             nan             nan             nan            
0.23400000      29.99580187     -2.97901250     0.00616062      29.96250683     -1.48348376     nan             nan             nan             nan             nan             nan            
0.23500000      29.99636375     -2.79725500     0.00582812      29.96700924     -1.39301403     nan             nan             nan             nan             nan             nan            
